model,h,seed,nll_train,nll_val,nll_test,delta_marginal
state_cond,1,42,3.848891258239746,3.9184744358062744,3.949817180633545,-0.05751600459892625
state_free,1,42,3.839895725250244,3.922189474105835,3.941643476486206,-0.06568970874626512
state_cond,2,42,3.8547301292419434,3.9596354961395264,3.9793152809143066,-0.028017904318164533
state_free,2,42,3.8705694675445557,3.9573299884796143,3.989971399307251,-0.017361785925220197
state_cond,5,42,3.870447874069214,3.9888710975646973,4.0150251388549805,0.0076919536225092955
state_free,5,42,3.8800089359283447,3.9860291481018066,4.022711753845215,0.01537856861274367
state_cond,10,42,3.8801944255828857,4.044511318206787,4.031679630279541,0.024346445047069842
state_free,10,42,3.888580083847046,4.047346115112305,4.04870080947876,0.04136762424628859
