ticker,model,vol_window,h,N,seed,nll_train,nll_val,nll_test,delta_marginal
MTB,state_free,,1,35,42,3.364329099655152,3.470933675765991,3.4840080738067627,-0.0713399876826508
MTB,state_free,,1,35,7,3.407777786254883,3.4691436290740967,3.5079185962677,-0.0474294652217133
MTB,state_free,,1,35,123,3.354508399963379,3.467360019683838,3.4957964420318604,-0.0595516194575531
MTB,state_free,,2,35,42,3.416956901550293,3.50742244720459,3.543156623840332,-0.0121914376490814
MTB,state_free,,2,35,7,3.426080703735352,3.50166916847229,3.5495293140411377,-0.0058187474482758
MTB,state_free,,2,35,123,3.382431507110596,3.506763458251953,3.5335161685943604,-0.0218318928950531
MTB,state_free,,3,35,42,3.429280996322632,3.504955291748047,3.5738682746887207,0.0185202131993071
MTB,state_free,,3,35,7,3.368006467819214,3.500800848007202,3.5677642822265625,0.0124162207371489
MTB,state_free,,3,35,123,3.3958122730255127,3.5042996406555176,3.5620758533477783,0.0067277918583648
MTB,state_free,,5,35,42,3.4324049949646,3.529963254928589,3.5751893520355225,0.0198412905461089
MTB,state_free,,5,35,7,3.4314866065979004,3.5243520736694336,3.5780835151672363,0.0227354536778228
MTB,state_free,,5,35,123,3.429753065109253,3.5264205932617188,3.580319881439209,0.0249718199497954
MTB,state_free,,1,45,42,3.6218764781951904,3.720658540725708,3.744300365447998,-0.0623621243223215
MTB,state_free,,1,45,7,3.6378140449523926,3.7211525440216064,3.759251117706299,-0.0474113720640207
MTB,state_free,,1,45,123,3.611850500106812,3.719716787338257,3.756381750106812,-0.0502807396635081
MTB,state_free,,2,45,42,3.663067579269409,3.759046792984009,3.791059255599976,-0.015603234170344
MTB,state_free,,2,45,7,3.640716791152954,3.757892847061157,3.791139841079712,-0.0155226486906077
MTB,state_free,,2,45,123,3.6616718769073486,3.757414102554321,3.796184539794922,-0.0104779499753977
MTB,state_free,,3,45,42,3.678687810897827,3.7550652027130127,3.8249940872192383,0.0183315974489186
MTB,state_free,,3,45,7,3.638174772262573,3.7520360946655273,3.819322347640991,0.0126598578706715
MTB,state_free,,3,45,123,3.676541328430176,3.756127834320069,3.818738460540772,0.0120759707704518
MTB,state_free,,5,45,42,3.680586338043213,3.7849490642547607,3.82348108291626,0.0168185931459401
MTB,state_free,,5,45,7,3.677543163299561,3.787407159805298,3.834321975708008,0.0276594859376881
MTB,state_free,,5,45,123,3.6802978515625,3.783868074417114,3.8368136882781982,0.0301511985078786
MTB,state_free,,1,55,42,3.8261301517486572,3.9223544597625732,3.942140579223633,-0.06519260600883836
MTB,state_free,,1,55,7,3.8312015533447266,3.9269635677337646,3.950259208679199,-0.057073976553271955
MTB,state_free,,1,55,123,3.829958915710449,3.921839952468872,3.9579415321350098,-0.04939165309746141
MTB,state_free,,2,55,42,3.837825298309326,3.9588894844055176,3.9784209728240967,-0.028912212408374494
MTB,state_free,,2,55,7,3.837026357650757,3.956305980682373,3.993401288986206,-0.013931896246265119
MTB,state_free,,2,55,123,3.8651275634765625,3.957505464553833,4.003983974456787,-0.003349210775684064
MTB,state_free,,3,55,42,3.876399278640747,3.9601144790649414,4.025492191314697,0.018159006082226092
MTB,state_free,,3,55,7,3.7978954315185547,3.954401731491089,4.018249988555908,0.01091680332343703
MTB,state_free,,3,55,123,3.869645595550537,3.9558417797088623,4.020696640014648,0.013363454782177264
MTB,state_free,,5,55,42,3.8780252933502197,3.9880833625793457,4.031331539154053,0.02399835392158156
MTB,state_free,,5,55,7,3.8765475749969482,3.978954792022705,4.023447513580322,0.016114328347851092
MTB,state_free,,5,55,123,3.868513345718384,3.9831390380859375,4.027980327606201,0.02064714237373
