h,10,20,35,55
1,-0.0485794447173684,-0.0062266129907775,0.0026209974431599,-0.0327551926266211
2,-0.011471841848198,-0.002195283432961,-0.0205521073142622,-0.0926293808368532
5,-0.0236007117954959,-0.0870084688763825,-0.0931474139140626,-0.0228202483584807
10,-0.0091177377672937,0.0219206991064169,-0.0621805177385992,0.0253390150833614
