h,10,20,35,55
1,-0.0020558737029641,0.00332205110224,-0.0001768445825969,-0.0405885145158624
2,-0.0013080578210984,-0.0250345912179952,-0.0735775913993452,-0.0698961693195192
5,-0.0574900054661502,-0.0712103769879548,-0.1096648146556398,-0.0259163520266936
10,-0.0259770307513025,-0.0066475687158487,-0.010567902153272,0.015737898902941
