date,ticker,row_heterogeneity,row_entropy,dobrushin,ck_error_h5
2020-04-22,JPM,0.020991452038288116,3.770120143890381,0.10299410670995712,
2020-04-23,JPM,0.01197153702378273,3.909083604812622,0.05794711783528328,
2020-04-24,JPM,0.03237589821219444,3.5926239490509033,0.16512304544448853,
2020-04-27,JPM,0.018969088792800903,3.8812544345855713,0.0933832973241806,
2020-04-28,JPM,0.02630079723894596,3.795405387878418,0.12646068632602692,
2020-04-29,JPM,0.0343063659965992,3.8371775150299072,0.17147809267044067,
2020-04-30,JPM,0.041248004883527756,3.911543607711792,0.1983528733253479,
2020-05-01,JPM,0.0344516783952713,3.607349157333374,0.17951728403568268,
2020-05-04,JPM,0.028930548578500748,3.7008278369903564,0.15245424211025238,
2020-05-05,JPM,0.051563240587711334,3.9632861614227295,0.2527625262737274,
2020-05-06,JPM,0.025875099003314972,3.7600347995758057,0.13343310356140137,
2020-05-07,JPM,0.0311545692384243,3.88394832611084,0.15424472093582153,
2020-05-08,JPM,0.02710440196096897,3.934690475463867,0.13063697516918182,
2020-05-11,JPM,0.044204626232385635,3.961595296859741,0.21176180243492126,
2020-05-12,JPM,0.03551487624645233,3.8065056800842285,0.18531975150108337,
2020-05-13,JPM,0.031091369688510895,3.7956526279449463,0.16163262724876404,
2020-05-14,JPM,0.0325007364153862,3.8014888763427734,0.16582979261875153,
2020-05-15,JPM,0.05159461498260498,3.970505475997925,0.24295859038829803,
2020-05-18,JPM,0.023227935656905174,3.889366865158081,0.11491283774375916,
2020-05-19,JPM,0.025347288697957993,3.872561454772949,0.11720198392868042,
2020-05-20,JPM,0.02975848689675331,3.753969192504883,0.15195181965827942,
2020-05-21,JPM,0.03389209136366844,3.879021406173706,0.1646953523159027,
2020-05-22,JPM,0.052497413009405136,3.9350013732910156,0.2605257034301758,
2020-05-26,JPM,0.02083708718419075,3.6488356590270996,0.10352117568254471,
2020-05-27,JPM,0.014164608903229237,3.798799514770508,0.06553298234939575,
2020-05-28,JPM,0.02914169803261757,3.6432833671569824,0.1418372094631195,
2020-05-29,JPM,0.04871268570423126,3.9053127765655518,0.25139230489730835,
2020-06-01,JPM,0.05188799649477005,3.9640653133392334,0.25763174891471863,
2020-06-02,JPM,0.06358238309621811,3.943066120147705,0.31016668677330017,
2020-06-03,JPM,0.04257224500179291,3.8784677982330322,0.2111949920654297,
2020-06-04,JPM,0.03899741545319557,3.9124972820281982,0.18384388089179993,
2020-06-05,JPM,0.048697855323553085,3.9204747676849365,0.2363218516111374,
2020-06-08,JPM,0.031737882643938065,3.7759108543395996,0.1552153080701828,
2020-06-09,JPM,0.06209154054522514,3.983804702758789,0.28832343220710754,
2020-06-10,JPM,0.06500400602817535,3.956873655319214,0.3206043839454651,
2020-06-11,JPM,0.024900371208786964,3.368217706680298,0.13050203025341034,
2020-06-12,JPM,0.021968862041831017,3.6038920879364014,0.11168327927589417,
2020-06-15,JPM,0.014670000411570072,3.7662835121154785,0.07071614265441895,
2020-06-16,JPM,0.04982440546154976,3.9408037662506104,0.24214999377727509,
2020-06-17,JPM,0.0296762865036726,3.945922613143921,0.14331640303134918,
2020-06-18,JPM,0.024863308295607567,3.8306872844696045,0.12502655386924744,
2020-06-19,JPM,0.032270483672618866,3.8165693283081055,0.16620966792106628,
2020-06-22,JPM,0.05595153942704201,3.9392433166503906,0.27282923460006714,
2020-06-23,JPM,0.052306562662124634,3.9299628734588623,0.2597745358943939,
2020-06-24,JPM,0.02857625111937523,3.870082139968872,0.14201632142066956,
2020-06-25,JPM,0.028197908774018288,3.8555033206939697,0.14917799830436707,
2020-06-26,JPM,0.03882736712694168,3.8901846408843994,0.19125168025493622,
2020-06-29,JPM,0.046241987496614456,3.898911714553833,0.2358865886926651,
2020-06-30,JPM,0.01952790655195713,3.782304048538208,0.09483836591243744,
2020-07-01,JPM,0.05420703813433647,3.9824814796447754,0.2573932707309723,
2020-07-02,JPM,0.046233706176280975,3.9162259101867676,0.23617950081825256,
2020-07-06,JPM,0.033985622227191925,3.934361696243286,0.1651841551065445,
2020-07-07,JPM,0.05411744862794876,3.9687771797180176,0.2603265345096588,
2020-07-08,JPM,0.05914118513464928,3.9652233123779297,0.2942570149898529,
2020-07-09,JPM,0.04436333104968071,3.9420289993286133,0.2184654325246811,
2020-07-10,JPM,0.05860021710395813,3.9686431884765625,0.28542789816856384,
2020-07-13,JPM,0.06269507855176926,3.978224515914917,0.2933071255683899,
2020-07-14,JPM,0.0533689446747303,3.9667325019836426,0.2607252299785614,
2020-07-15,JPM,0.033482637256383896,3.864584445953369,0.17142486572265625,
2020-07-16,JPM,0.049776867032051086,3.976223945617676,0.23456954956054688,
2020-07-17,JPM,0.07238129526376724,3.9797675609588623,0.3445480167865753,
2020-07-20,JPM,0.06625811755657196,3.966865062713623,0.32270097732543945,
2020-07-21,JPM,0.035858627408742905,3.918567419052124,0.1756385862827301,
2020-07-22,JPM,0.069304458796978,3.971618890762329,0.3251037001609802,
2020-07-23,JPM,0.05578560754656792,3.938925266265869,0.280243843793869,
2020-07-24,JPM,0.058676738291978836,3.9802756309509277,0.28326886892318726,
2020-07-27,JPM,0.05421750992536545,3.97377347946167,0.25970420241355896,
2020-07-28,JPM,0.0626918375492096,3.960456609725952,0.3169204592704773,
2020-07-29,JPM,0.05249246582388878,3.967755079269409,0.25982972979545593,
2020-07-30,JPM,0.06257398426532745,3.980058431625366,0.29363155364990234,
2020-07-31,JPM,0.06888433545827866,3.9755401611328125,0.333556592464447,
2020-08-03,JPM,0.054538946598768234,3.9754598140716553,0.26020896434783936,
2020-08-04,JPM,0.06329536437988281,3.9762189388275146,0.3022674024105072,
2020-08-05,JPM,0.05695343390107155,3.8826732635498047,0.29777249693870544,
2020-08-06,JPM,0.060393448919057846,3.9437057971954346,0.2948794364929199,
2020-08-07,JPM,0.06413627415895462,3.947498083114624,0.3158683180809021,
2020-08-10,JPM,0.05094245821237564,3.9815549850463867,0.23754389584064484,
2020-08-11,JPM,0.06112563982605934,3.9689555168151855,0.2926616370677948,
2020-08-12,JPM,0.05156930163502693,3.8470780849456787,0.2667123079299927,
2020-08-13,JPM,0.060705117881298065,3.9740681648254395,0.2919614315032959,
2020-08-14,JPM,0.06672690063714981,3.972916841506958,0.328296959400177,
2020-08-17,JPM,0.05687928944826126,3.889204263687134,0.2896259129047394,
2020-08-18,JPM,0.06621797382831573,3.929013967514038,0.3277295231819153,
2020-08-19,JPM,0.042676568031311035,3.9520483016967773,0.21156130731105804,
2020-08-20,JPM,0.06012807413935661,3.9354500770568848,0.2959417402744293,
2020-08-21,JPM,0.06819357722997665,3.9644992351531982,0.32919949293136597,
2020-08-24,JPM,0.054408807307481766,3.976611375808716,0.2605106234550476,
2020-08-25,JPM,0.06267586350440979,3.9753642082214355,0.29501664638519287,
2020-08-26,JPM,0.05940718576312065,3.886117458343506,0.2979699671268463,
2020-08-27,JPM,0.05228340998291969,3.9693100452423096,0.25555619597435,
2020-08-28,JPM,0.05540606006979942,3.891336679458618,0.2814030349254608,
2020-08-31,JPM,0.07231754064559937,3.9841015338897705,0.34061703085899353,
2020-09-01,JPM,0.06481567770242691,3.978304147720337,0.3146628439426422,
2020-09-02,JPM,0.052954353392124176,3.973433256149292,0.2544640302658081,
2020-09-03,JPM,0.04125416651368141,3.8480899333953857,0.20813420414924622,
2020-09-04,JPM,0.05791535601019859,3.940709114074707,0.2914394736289978,
2020-09-08,JPM,0.0313325971364975,3.8328182697296143,0.15501952171325684,
2020-09-09,JPM,0.06248333305120468,3.9695394039154053,0.30667492747306824,
2020-09-10,JPM,0.03208466246724129,3.869418144226074,0.16057811677455902,
2020-09-11,JPM,0.06605096906423569,3.9778802394866943,0.3242325186729431,
2020-09-14,JPM,0.06171632558107376,3.978015184402466,0.2960580587387085,
2020-09-15,JPM,0.04456814005970955,3.9483890533447266,0.21668638288974762,
2020-09-16,JPM,0.059902824461460114,3.9754533767700195,0.2897200584411621,
