timestep,ck_kl,ck_tv,date
0,0.022917059196387302,0.08125080455838427,2020-03-24
1,0.06730104259383327,0.1434995519383602,2020-03-25
2,0.04940275185830518,0.12302042260108426,2020-03-26
3,0.01153137500077412,0.06010948145988687,2020-03-27
4,0.04028784584904942,0.11531766279704188,2020-03-30
5,0.004683265240668612,0.036139394797397736,2020-03-31
6,0.00736477279285887,0.04770243548260325,2020-04-01
7,0.021461215383642998,0.0755935318644367,2020-04-02
8,0.3445049568439218,0.3115254019685495,2020-04-03
9,0.1950725778089719,0.24075059388515146,2020-04-06
10,0.010400609006686863,0.055954720703926215,2020-04-07
11,0.05746144517327177,0.1346722601931343,2020-04-08
12,0.011212542107233105,0.05185823070324544,2020-04-09
13,0.03477283042069034,0.10047927127555269,2020-04-13
14,0.026849048624152057,0.08580131997847695,2020-04-14
15,0.048117508301043645,0.11093538917721144,2020-04-15
16,0.10030876806161672,0.17469663755145345,2020-04-16
17,0.013998428754930523,0.063386628417892,2020-04-17
18,0.015612134259993636,0.06746480844023249,2020-04-20
19,0.125384577966519,0.21020335218555825,2020-04-21
20,0.01659838009899829,0.06598346061484296,2020-04-22
21,0.09103413081882543,0.16995169902251764,2020-04-23
22,0.043218157017718944,0.11189948976002762,2020-04-24
23,0.06494838511517763,0.13997986611336932,2020-04-27
24,0.034890721225992676,0.10672034728138535,2020-04-28
25,0.012543055442670146,0.06048317727605764,2020-04-29
26,0.028500623439338072,0.09030230094597642,2020-04-30
27,0.07664333956795151,0.1515476153175135,2020-05-01
28,0.009922782067244508,0.05501002860661746,2020-05-04
29,0.018723159070684326,0.0760132509322147,2020-05-05
30,0.007278853667335708,0.043629205830193224,2020-05-06
31,0.5416294699001991,0.42634311565839494,2020-05-07
32,0.3601845760452472,0.3481305185301768,2020-05-08
33,0.14053980714843142,0.21934813977930837,2020-05-11
34,0.01022560487261612,0.052057237268557495,2020-05-12
35,0.22771273482337798,0.24511851062553544,2020-05-13
36,0.28557189671967725,0.29834798075993907,2020-05-14
37,0.008614224942566858,0.05125564472717863,2020-05-15
38,0.012894530531704682,0.05782333496343432,2020-05-18
39,0.03287837811969199,0.09434892699355042,2020-05-19
40,0.0713678614826191,0.15401473339617566,2020-05-20
41,0.03294916737888635,0.09847694589079978,2020-05-21
42,0.010606004031191265,0.052782052294879644,2020-05-22
43,0.038237762711349814,0.10755936659377278,2020-05-26
44,0.00947824739693743,0.05301334070102143,2020-05-27
45,0.24799458003134156,0.2687799866834382,2020-05-28
46,0.03231351788811494,0.09934748352554372,2020-05-29
47,0.061092840044923116,0.13612721365333505,2020-06-01
48,0.018274576307154285,0.0717468537814784,2020-06-02
49,0.005700575381904442,0.03954368555092885,2020-06-03
50,0.008513717074259398,0.04608669694287676,2020-06-04
51,0.08387055017933231,0.15066703028973136,2020-06-05
52,0.005961209351822509,0.03950702676175636,2020-06-08
53,0.07512855036385731,0.1488741227892313,2020-06-09
54,0.028738529049138158,0.09099676552631976,2020-06-10
55,0.008640888126068811,0.04363051617110697,2020-06-11
56,0.15732420586896415,0.21684651692875442,2020-06-12
57,0.021782484699689516,0.07865539362025573,2020-06-15
58,0.005727583686462782,0.039203584595995405,2020-06-16
59,0.006195746354549868,0.0409686265393922,2020-06-17
60,0.007590560958070263,0.042526517098764184,2020-06-18
61,0.022878051771511986,0.07185436243267625,2020-06-19
62,0.010913695944535298,0.05371102667761657,2020-06-22
63,0.06986089501618747,0.12735624764078382,2020-06-23
64,0.007453726714558542,0.042579691727421744,2020-06-24
65,0.018286963028560314,0.06411355867742785,2020-06-25
66,0.011293733557169233,0.04729352378767989,2020-06-26
67,0.026652221629179566,0.08462472647336469,2020-06-29
68,0.00853691761916588,0.042904678851046735,2020-06-30
69,0.09133824836863681,0.1433878188723333,2020-07-01
70,0.019862911999898408,0.06463452593950526,2020-07-02
71,0.010414308280038108,0.04588568298539807,2020-07-06
72,0.05137918641150316,0.10932963901525014,2020-07-07
73,0.015646513093629313,0.06083067869548896,2020-07-08
74,0.024051488057149187,0.07101328956998078,2020-07-09
75,0.02316275657375229,0.07407469782997171,2020-07-10
76,0.06292587005375926,0.1382672742034333,2020-07-13
77,0.014383158551693977,0.053413543520230575,2020-07-14
78,0.008238967780605457,0.04320505332821293,2020-07-15
79,0.018239847055555015,0.06610839597383368,2020-07-16
80,0.02436652947117131,0.07447157921935826,2020-07-17
81,0.025367304607708314,0.0779840657423498,2020-07-20
82,0.03975869926238317,0.10203438744858809,2020-07-21
83,0.011729463920057968,0.05070284643286589,2020-07-22
84,0.029441649728494494,0.08034400658478982,2020-07-23
85,0.00908118450582258,0.045381540245114975,2020-07-24
86,0.015055667089256134,0.057354064907054275,2020-07-27
87,0.08610485956552874,0.1654019833261908,2020-07-28
88,0.008958413521365977,0.04407769926845449,2020-07-29
89,0.01966403360463625,0.06984808564677494,2020-07-30
90,0.21507897948869234,0.27209395363138605,2020-07-31
91,0.020359007269378993,0.07169003687250623,2020-08-03
92,0.10520279863330077,0.18525377647664476,2020-08-04
93,0.009088539349061175,0.04639075414625125,2020-08-05
94,0.010371813033761635,0.05187647335369058,2020-08-06
95,0.009632721755231461,0.04788515977668405,2020-08-07
96,0.03435694042945875,0.09605121240719228,2020-08-10
97,0.014690026752470492,0.060643639126287535,2020-08-11
98,0.008796833720690877,0.04637648467067945,2020-08-12
99,0.04518716157430453,0.11385239427861482,2020-08-13
100,0.006706480424197372,0.04179064801883172,2020-08-14
101,0.00643045063920505,0.04107901188874031,2020-08-17
102,0.0163265809185639,0.06233709225548661,2020-08-18
103,0.03757802338370108,0.10660845672199802,2020-08-19
104,0.020409799327048995,0.07285555096984692,2020-08-20
105,0.0203851026420195,0.07177208367213499,2020-08-21
106,0.02435073712665675,0.07924355489084171,2020-08-24
107,0.01814801021906658,0.06676136572098527,2020-08-25
108,0.033758327964152963,0.09582980036763225,2020-08-26
109,0.0311162932824211,0.09518844725633735,2020-08-27
110,0.05455724127074696,0.13123459873504228,2020-08-28
111,0.02922691396998735,0.09119901645699735,2020-08-31
112,0.018642629221521264,0.0684101526361685,2020-09-01
113,0.007277580574884591,0.042981187442731834,2020-09-02
114,0.00689770397121117,0.042834436561885014,2020-09-03
115,0.017008139700620484,0.0662364451890707,2020-09-04
116,0.005808641124075778,0.03888798733923678,2020-09-08
117,0.008113629779570995,0.046333185205270376,2020-09-09
118,0.008366736978571274,0.044434429020047496,2020-09-10
119,0.037111641405122936,0.10367024161572709,2020-09-11
120,0.05203962734314466,0.12745912530261777,2020-09-14
121,0.03125332869092891,0.09684380119027096,2020-09-15
122,0.026246958296864027,0.08102220859094948,2020-09-16
123,0.021755865678538936,0.07086037024306377,2020-09-17
124,0.012081634557872806,0.055026344763931846,2020-09-18
125,0.027523471670078962,0.0844488205213118,2020-09-21
126,0.10040453911100544,0.18217386366782806,2020-09-22
127,0.06165898375114131,0.14156710263198435,2020-09-23
128,0.11016042154947571,0.1909903512343741,2020-09-24
129,0.10263580499907282,0.18830407880906377,2020-09-25
130,0.020989510492311958,0.07716532833228615,2020-09-28
131,0.04103212410890823,0.11053815186669479,2020-09-29
132,0.03247760242476516,0.09420706216704607,2020-09-30
133,0.10244184966359773,0.17548831231143064,2020-10-01
134,0.012677573580225978,0.05881443101070095,2020-10-02
135,0.19630988046907025,0.23686228613314972,2020-10-05
136,0.23556607175459934,0.2826459448121578,2020-10-06
137,0.016588525822632084,0.06826634065278135,2020-10-07
138,0.07387947879913513,0.15363078682535375,2020-10-08
139,0.05592415562913209,0.12582826871370145,2020-10-09
140,0.43932987293192644,0.3384691056019997,2020-10-12
141,0.24875542949461107,0.29683129362173466,2020-10-13
142,0.029101085562055543,0.0844728523495949,2020-10-14
143,0.04446761010698071,0.10964867547088321,2020-10-15
144,0.011340153461562428,0.05040296004596253,2020-10-16
145,0.3740807619140408,0.3255587204699476,2020-10-19
146,0.010318968420261636,0.048539968201086,2020-10-20
147,0.05276789336555477,0.12472814072862598,2020-10-21
148,0.01587291851805972,0.05832786260463067,2020-10-22
149,0.007084214854622133,0.03918150856050412,2020-10-23
150,0.09389874747816838,0.1576829815928468,2020-10-26
151,0.020108757317926725,0.07252680721027156,2020-10-27
152,0.044466459719330116,0.11365009293562467,2020-10-28
153,0.011121336540354633,0.04892069628460692,2020-10-29
154,0.013891059040458264,0.048938964072739496,2020-10-30
155,0.05596526260440615,0.10712449471090776,2020-11-02
156,0.09614044432460352,0.13587653475383452,2020-11-03
157,0.0811805777544354,0.12213210852149302,2020-11-04
158,0.006911635338235459,0.03949366508608837,2020-11-05
159,0.005907986426873308,0.03606867999864033,2020-11-06
160,0.01251009670972295,0.05319386843174004,2020-11-09
161,0.005563578078930536,0.03509390119657066,2020-11-10
162,0.009217322069984445,0.04467724962712429,2020-11-11
163,0.007254961304550492,0.03903966739796199,2020-11-12
164,0.01635241671333895,0.060572928563409754,2020-11-13
165,0.032705424800815265,0.0914299561293194,2020-11-16
166,0.027619883916759385,0.07286294800532189,2020-11-17
167,0.12478223474711425,0.19822858210586503,2020-11-18
168,0.016457414709537908,0.05767453603477088,2020-11-19
169,0.009074571671237708,0.04253350013078252,2020-11-20
170,0.008592984624125657,0.04179152828038291,2020-11-23
171,0.11618588667951092,0.1599874807870696,2020-11-24
172,0.013418973188981723,0.05460021409268566,2020-11-25
173,0.06570570132883545,0.13576280025268114,2020-11-27
174,0.05132981311862524,0.11714881830747602,2020-11-30
175,0.1357784248881828,0.20865987193678628,2020-12-01
176,0.03183209493321633,0.0913983743983956,2020-12-02
177,0.03942605770136535,0.10399504213560869,2020-12-03
178,0.018147983734309092,0.06421821775910051,2020-12-04
