date,daily_return,price
1999-06-04,0.014223,57.9375
1999-06-07,0.014024,58.75
1999-06-08,-0.014894,57.875
1999-06-09,0.00324,58.0625
1999-06-10,-0.03014,56.3125
1999-06-11,-0.017758,55.3125
1999-06-14,0.012429,56.0
1999-06-15,0.003348,56.1875
1999-06-16,0.006674,56.5625
1999-06-17,0.016575,57.5
1999-06-18,-0.001087,57.4375
1999-06-21,0.009793,58.0
1999-06-22,-0.00431,57.75
1999-06-23,-0.017316,56.75
1999-06-24,-0.027533,55.1875
1999-06-25,0.010193,55.75
1999-06-28,-0.002242,55.625
1999-06-29,0.024719,57.0
1999-06-30,0.010965,57.625
1999-07-01,0.005423,57.9375
1999-07-02,0.0,57.9375
1999-07-06,-0.010788,57.3125
1999-07-07,0.009815,57.875
1999-07-08,-0.004795,57.1875
1999-07-09,0.002186,57.3125
1999-07-12,-0.013086,56.5625
1999-07-13,-0.022099,55.3125
1999-07-14,-0.013559,54.5625
1999-07-15,0.009164,55.0625
1999-07-16,-0.003405,54.875
1999-07-19,0.0,54.875
1999-07-20,0.013667,55.625
1999-07-21,-0.011236,55.0
1999-07-22,0.003409,55.1875
1999-07-23,-0.003398,55.0
1999-07-26,0.011364,55.625
1999-07-27,0.006742,56.0
1999-07-28,0.0,56.0
1999-07-29,-0.023438,54.6875
1999-07-30,-0.033143,52.875
1999-08-02,0.017731,53.8125
1999-08-03,-0.006969,53.4375
1999-08-04,-0.005848,53.125
1999-08-05,-0.022353,51.9375
1999-08-06,-0.018051,51.0
1999-08-09,0.003676,51.1875
1999-08-10,-0.023199,50.0
1999-08-11,0.005,50.25
1999-08-12,0.00995,50.75
1999-08-13,0.050493,53.3125
1999-08-16,-0.007034,52.9375
1999-08-17,0.020071,54.0
1999-08-18,-0.009259,53.5
1999-08-19,-0.009346,53.0
1999-08-20,0.003538,53.1875
1999-08-23,0.028202,54.6875
1999-08-24,0.005714,55.0
1999-08-25,-0.011364,54.375
1999-08-26,-0.014943,53.5625
1999-08-27,0.002334,53.6875
1999-08-30,-0.018626,52.6875
1999-08-31,-0.007117,52.3125
1999-09-01,0.0227,53.5
1999-09-02,-0.004673,53.25
1999-09-03,0.030516,54.875
1999-09-07,-0.012529,54.1875
1999-09-08,-0.012687,53.5
1999-09-09,-0.007009,53.125
1999-09-10,0.004706,53.375
1999-09-13,-0.002342,53.25
1999-09-14,-0.018779,52.25
1999-09-15,-0.001196,52.1875
1999-09-16,0.0,52.1875
1999-09-17,0.002395,52.3125
1999-09-20,-0.004779,52.0625
1999-09-21,-0.015606,51.25
1999-09-22,0.012195,51.875
1999-09-23,0.001205,51.9375
1999-09-24,0.00361,52.125
1999-09-27,-0.01199,51.5
1999-09-28,0.006068,51.8125
1999-09-29,-0.006031,51.5
1999-09-30,0.023058,52.6875
1999-10-01,-0.003559,52.5
1999-10-04,0.032143,54.1875
1999-10-05,-0.012687,53.5
1999-10-06,0.01986,54.5625
1999-10-07,-0.009164,54.0625
1999-10-08,0.034682,55.9375
1999-10-11,0.002235,56.0625
1999-10-12,-0.037904,53.9375
1999-10-13,-0.018308,52.5
1999-10-14,0.008333,52.9375
1999-10-15,-0.046045,50.5
1999-10-18,0.027228,51.875
1999-10-19,0.024096,53.125
1999-10-20,0.017647,54.0625
1999-10-21,-0.006936,53.6875
1999-10-22,0.041909,55.9375
1999-10-25,0.004469,56.1875
1999-10-26,-0.016685,55.25
1999-10-27,0.032805,57.0625
1999-10-28,0.052574,60.0625
1999-10-29,-0.007284,59.625
1999-11-01,0.004193,59.875
1999-11-02,-0.001044,59.8125
1999-11-03,-0.021944,58.5
1999-11-04,0.022436,59.8125
1999-11-05,0.019854,61.0
1999-11-08,0.016393,62.0
1999-11-09,-0.034274,59.875
1999-11-10,-0.025052,58.375
1999-11-11,-0.004283,58.125
1999-11-12,0.044086,60.6875
1999-11-15,-0.00103,60.625
1999-11-16,0.006186,61.0
1999-11-17,-0.022541,59.625
1999-11-18,-0.003145,59.4375
1999-11-19,-0.001052,59.375
1999-11-22,-0.021053,58.125
1999-11-23,-0.017204,57.125
1999-11-24,-0.017506,56.125
1999-11-26,0.006682,56.5
1999-11-29,-0.035398,54.5
1999-11-30,0.022936,55.75
1999-12-01,-0.002242,55.625
1999-12-02,-0.01573,54.75
1999-12-03,0.007991,55.1875
1999-12-06,-0.074745,51.0625
1999-12-07,-0.059976,48.0
1999-12-08,-0.010417,47.5
1999-12-09,0.013158,48.125
1999-12-10,-0.007792,47.75
1999-12-13,0.002618,47.875
1999-12-14,-0.019582,46.9375
1999-12-15,-0.026631,45.6875
1999-12-16,-0.036936,44.0
1999-12-17,-0.019886,43.125
1999-12-20,0.015942,43.8125
1999-12-21,0.001427,43.875
1999-12-22,-0.002849,43.75
1999-12-23,0.007143,44.0625
1999-12-27,0.0,44.0625
1999-12-28,0.002837,44.1875
1999-12-29,0.011315,44.6875
1999-12-30,0.001399,44.75
1999-12-31,-0.005587,44.5
2000-01-03,-0.051966,42.1875
2000-01-04,-0.031111,40.875
2000-01-05,0.004587,41.0625
2000-01-06,0.047184,43.0
2000-01-07,0.001453,43.0625
2000-01-10,-0.034833,41.5625
2000-01-11,-0.010526,41.125
2000-01-12,0.032219,42.0
2000-01-13,0.090774,45.8125
2000-01-14,0.020464,46.75
2000-01-18,-0.01738,45.9375
2000-01-19,-0.013605,45.3125
