date,daily_return,price
1999-06-04,0.006167,132.5625
1999-06-07,0.006129,133.375
1999-06-08,-0.01687,131.125
1999-06-09,-0.009533,129.875
1999-06-10,-0.020212,127.25
1999-06-11,-0.007859,126.25
1999-06-14,0.002475,126.5625
1999-06-15,0.011358,128.0
1999-06-16,0.046875,134.0
1999-06-17,0.012519,134.6875
1999-06-18,0.003248,135.125
1999-06-21,0.006013,135.9375
1999-06-22,-0.006897,135.0
1999-06-23,-0.032407,130.625
1999-06-24,-0.023923,127.5
1999-06-25,0.008333,128.5625
1999-06-28,0.042781,134.0625
1999-06-29,0.012587,135.75
1999-06-30,0.034991,140.5
1999-07-01,-0.001779,140.25
1999-07-02,0.011587,141.875
1999-07-06,0.022467,145.0625
1999-07-07,0.006463,146.0
1999-07-08,-0.032962,141.1875
1999-07-09,-0.00664,140.25
1999-07-12,0.002228,140.5625
1999-07-13,-0.016452,138.25
1999-07-14,0.000904,138.375
1999-07-15,-0.001355,138.1875
1999-07-16,-0.00588,137.375
1999-07-19,0.00455,138.0
1999-07-20,-0.028986,134.0
1999-07-21,-0.008396,132.875
1999-07-22,0.02587,136.3125
1999-07-23,-0.020174,133.5625
1999-07-26,0.006083,134.375
1999-07-27,0.008372,135.5
1999-07-28,-0.01107,134.0
1999-07-29,-0.025187,130.625
1999-07-30,-0.021053,127.875
1999-08-02,-0.010753,126.5
1999-08-03,0.006423,127.3125
1999-08-04,-0.025037,124.125
1999-08-05,0.011078,125.5
1999-08-06,-0.020418,122.9375
1999-08-09,0.016268,124.9375
1999-08-10,-0.024012,121.9375
1999-08-11,0.038954,126.6875
1999-08-12,0.006413,127.5
1999-08-13,0.04902,133.75
1999-08-16,0.002336,134.0625
1999-08-17,0.003263,134.5
1999-08-18,-0.011617,132.9375
1999-08-19,-0.005642,132.1875
1999-08-20,0.005674,132.9375
1999-08-23,0.051246,139.75
1999-08-24,0.004025,140.3125
1999-08-25,-0.007572,139.25
1999-08-26,-0.031418,134.875
1999-08-27,-0.008341,133.75
1999-08-30,-0.02243,130.75
1999-08-31,-0.01195,129.1875
1999-09-01,0.003387,129.625
1999-09-02,-0.028447,125.9375
1999-09-03,0.062531,133.8125
1999-09-07,-0.035497,129.0625
1999-09-08,0.009201,130.25
1999-09-09,-0.013436,128.5
1999-09-10,-0.003405,128.0625
1999-09-13,-0.025378,124.8125
1999-09-14,-0.022534,122.0
1999-09-15,0.001537,122.1875
1999-09-16,0.009637,122.375
1999-09-17,0.004597,122.9375
1999-09-20,-0.006609,122.125
1999-09-21,-0.031218,118.3125
1999-09-22,-0.007396,117.4375
1999-09-23,-0.012241,116.0
1999-09-24,0.008621,117.0
1999-09-27,-0.035791,112.8125
1999-09-28,0.019391,115.0
1999-09-29,-0.014674,113.3125
1999-09-30,0.008274,114.25
1999-10-01,0.013129,115.75
1999-10-04,0.00486,116.3125
1999-10-05,-0.009135,115.25
1999-10-06,0.030369,118.75
1999-10-07,0.004211,119.25
1999-10-08,-0.009434,118.125
1999-10-11,-0.021693,115.5625
1999-10-12,-0.014603,113.875
1999-10-13,-0.038419,109.5
1999-10-14,0.012557,110.875
1999-10-15,-0.046787,105.6875
1999-10-18,0.06919,113.0
1999-10-19,0.010509,114.1875
1999-10-20,0.011494,115.5
1999-10-21,0.01461,117.1875
1999-10-22,0.072,125.625
1999-10-25,-0.043284,120.1875
1999-10-26,0.00988,121.375
1999-10-27,0.058702,128.5
1999-10-28,0.027724,132.0625
1999-10-29,-0.008992,130.875
1999-11-01,0.002865,131.25
1999-11-02,0.005238,131.9375
1999-11-03,-0.021317,129.125
1999-11-04,0.033882,133.5
1999-11-05,0.016854,135.75
1999-11-08,0.007366,136.75
1999-11-09,-0.014625,134.75
1999-11-10,-0.020408,132.0
1999-11-11,0.005682,132.75
1999-11-12,0.049435,139.3125
1999-11-15,-0.006729,138.375
1999-11-16,0.02981,142.5
1999-11-17,-0.019298,139.75
1999-11-18,-0.011181,138.1875
1999-11-19,0.003166,138.625
1999-11-22,-0.013977,136.6875
1999-11-23,-0.010974,135.1875
1999-11-24,-0.017106,132.875
1999-11-26,0.005174,133.5625
1999-11-29,-0.015442,131.5
1999-11-30,0.0,131.5
1999-12-01,-0.002852,131.125
1999-12-02,0.010486,132.5
1999-12-03,0.031132,136.625
1999-12-06,-0.013724,134.75
1999-12-07,-0.010204,133.375
1999-12-08,-0.017807,131.0
1999-12-09,0.004771,131.625
1999-12-10,0.020893,134.375
1999-12-13,0.001395,134.5625
1999-12-14,-0.024617,131.25
1999-12-15,-0.006667,130.375
1999-12-16,-0.003835,128.875
1999-12-17,-0.00582,128.125
1999-12-20,-0.017561,125.875
1999-12-21,0.019861,128.375
1999-12-22,-0.014606,126.5
1999-12-23,0.017787,128.75
1999-12-27,-0.017476,126.5
1999-12-28,0.002964,126.875
1999-12-29,0.000985,127.0
1999-12-30,-0.003445,126.5625
1999-12-31,0.000494,126.625
2000-01-03,-0.040967,121.4375
2000-01-04,-0.049923,115.375
2000-01-05,0.018418,117.5
2000-01-06,0.042553,122.5
2000-01-07,0.002551,122.8125
2000-01-10,-0.020356,120.3125
2000-01-11,-0.022857,117.5625
2000-01-12,0.017544,119.625
2000-01-13,0.026646,122.8125
2000-01-14,0.042239,128.0
2000-01-18,-0.036621,123.3125
2000-01-19,-0.01774,121.125
2000-01-20,-0.0129,119.5625
2000-01-21,-0.016205,117.625
2000-01-24,-0.012221,116.1875
2000-01-25,0.0,116.1875
2000-01-26,0.061861,123.375
2000-01-27,0.018237,125.625
2000-01-28,-0.060199,118.0625
2000-01-31,0.041292,122.9375
2000-02-01,-0.002542,122.625
2000-02-02,-0.011723,121.1875
2000-02-03,0.012893,122.75
2000-02-04,-0.029532,119.125
2000-02-07,-0.013117,117.5625
2000-02-08,0.016481,119.5
2000-02-09,-0.024582,116.5625
2000-02-10,-0.021984,114.0
2000-02-11,-0.012061,112.625
2000-02-14,-0.00333,112.25
2000-02-15,0.034521,116.125
2000-02-16,-0.028525,112.8125
