date,daily_return,price
1999-06-04,0.003922,32.0
1999-06-07,0.009766,32.3125
1999-06-08,0.001934,32.375
1999-06-09,-0.019305,31.75
1999-06-10,-0.007874,31.5
1999-06-11,0.007937,31.75
1999-06-14,0.005906,31.9375
1999-06-15,0.011742,32.3125
1999-06-16,0.023211,33.0625
1999-06-17,0.018904,33.6875
1999-06-18,0.014842,34.1875
1999-06-21,-0.003656,34.0625
1999-06-22,-0.001835,34.0
1999-06-23,-0.033088,32.875
1999-06-24,-0.026616,32.0
1999-06-25,0.007813,32.25
1999-06-28,0.021318,32.9375
1999-06-29,0.005693,33.125
1999-06-30,0.007547,33.375
1999-07-01,-0.001873,33.3125
1999-07-02,0.020638,34.0
1999-07-06,0.0,34.0
1999-07-07,-0.001838,33.9375
1999-07-08,0.01105,34.3125
1999-07-09,0.005464,34.5
1999-07-12,-0.009058,34.1875
1999-07-13,-0.012797,33.75
1999-07-14,-0.033333,32.625
1999-07-15,0.02682,33.5
1999-07-16,0.014925,34.0
1999-07-19,-0.001838,33.9375
1999-07-20,0.001842,34.0
1999-07-21,-0.007353,33.75
1999-07-22,0.001852,33.8125
1999-07-23,-0.025878,32.9375
1999-07-26,0.009488,33.25
1999-07-27,-0.015038,32.75
1999-07-28,-0.013359,32.3125
1999-07-29,-0.009671,32.0
1999-07-30,-0.027344,31.125
1999-08-02,0.018072,31.6875
1999-08-03,-0.031558,30.6875
1999-08-04,-0.002037,30.625
1999-08-05,0.004082,30.75
1999-08-06,-0.022358,30.0625
1999-08-09,0.018711,30.625
1999-08-10,0.004082,30.75
1999-08-11,0.028455,31.625
1999-08-12,-0.019763,31.0
1999-08-13,0.030242,31.9375
1999-08-16,0.017613,32.5
1999-08-17,0.028846,33.4375
1999-08-18,-0.02243,32.6875
1999-08-19,-0.013384,32.25
1999-08-20,0.011628,32.625
1999-08-23,0.021073,33.3125
1999-08-24,-0.013133,32.875
1999-08-25,0.015209,33.375
1999-08-26,-0.022472,32.625
1999-08-27,-0.001916,32.5625
1999-08-30,-0.051593,30.6875
1999-08-31,0.00611,30.875
1999-09-01,0.01417,31.3125
1999-09-02,-0.011976,30.9375
1999-09-03,0.028283,31.8125
1999-09-07,-0.041257,30.5
1999-09-08,-0.020492,29.875
1999-09-09,-0.004184,29.75
1999-09-10,-0.002101,29.6875
1999-09-13,-0.006316,29.5
1999-09-14,-0.029661,28.625
1999-09-15,0.0,28.625
1999-09-16,0.019651,29.1875
1999-09-17,0.008565,29.4375
1999-09-20,0.0,29.4375
1999-09-21,-0.019108,28.875
1999-09-22,0.017316,29.375
1999-09-23,-0.004255,29.25
1999-09-24,0.008547,29.5
1999-09-27,-0.025424,28.75
1999-09-28,0.043478,30.0
1999-09-29,-0.014583,29.5625
1999-09-30,0.021142,30.1875
1999-10-01,0.010352,30.5
1999-10-04,0.043033,31.8125
1999-10-05,-0.005894,31.625
1999-10-06,0.035573,32.75
1999-10-07,-0.005725,32.5625
1999-10-08,0.028791,33.5
1999-10-11,-0.020522,32.8125
1999-10-12,-0.024762,32.0
1999-10-13,-0.027344,31.125
1999-10-14,0.028113,32.0
1999-10-15,-0.023438,31.25
1999-10-18,0.038,32.4375
1999-10-19,0.021195,33.125
1999-10-20,0.011321,33.5
1999-10-21,-0.018657,32.875
1999-10-22,0.047529,34.4375
1999-10-25,-0.00363,34.3125
1999-10-26,-0.025501,33.4375
1999-10-27,0.031776,34.5
