date,daily_return,price
1999-06-04,-0.004664,533.5
1999-06-07,0.021556,545.0
1999-06-08,-0.00711,541.125
1999-06-09,0.007161,545.0
1999-06-10,0.01789,554.75
1999-06-11,-0.012168,548.0
1999-06-14,0.004562,550.5
1999-06-15,-0.02089,539.0
1999-06-16,0.003015,540.625
1999-06-17,0.017341,550.0
1999-06-18,-0.01,544.5
1999-06-21,0.010101,550.0
1999-06-22,0.007273,554.0
1999-06-23,-0.00361,552.0
1999-06-24,-0.002717,550.5
1999-06-25,0.000454,550.75
1999-06-28,0.005901,554.0
1999-06-29,0.000903,554.5
1999-06-30,-0.008115,550.0
1999-07-01,0.006364,553.5
1999-07-02,0.009937,559.0
1999-07-06,-0.009839,553.5
1999-07-07,0.011292,559.75
1999-07-08,0.012171,566.5625
1999-07-09,-0.006729,562.75
1999-07-12,-0.017326,553.0
1999-07-13,0.001808,554.0
1999-07-14,-0.01444,546.0
1999-07-15,0.003205,547.75
1999-07-16,-0.002282,546.5
1999-07-19,-0.000915,546.0
1999-07-20,-0.001832,545.0
1999-07-21,0.005046,547.75
1999-07-22,-0.018485,537.625
1999-07-23,0.0,537.625
1999-07-26,-0.00279,536.125
1999-07-27,0.000233,536.25
1999-07-28,-0.004662,533.75
1999-07-29,-0.000468,533.5
1999-07-30,0.011247,539.5
1999-08-02,-0.019463,529.0
1999-08-03,-0.011342,523.0
1999-08-04,-0.00239,521.75
1999-08-05,-0.024916,508.75
1999-08-06,-0.046683,485.0
1999-08-09,0.016495,493.0
1999-08-10,-0.006085,490.0
1999-08-11,-0.004464,487.8125
1999-08-12,0.002947,489.25
1999-08-13,-0.027082,476.0
1999-08-16,0.015756,483.5
1999-08-17,0.016546,491.5
1999-08-18,-0.002035,490.5
1999-08-19,-0.003058,489.0
1999-08-20,-0.010225,484.0
1999-08-23,0.002066,485.0
1999-08-24,0.029897,499.5
1999-08-25,-0.027027,486.0
1999-08-26,-0.011317,480.5
1999-08-27,-0.022373,469.75
1999-08-30,0.008515,472.5
1999-08-31,-0.017989,464.0
1999-09-01,-0.004849,461.75
1999-09-02,0.000541,462.0
1999-09-03,0.004194,463.9375
1999-09-07,-0.008487,460.0
1999-09-08,0.0,460.0
1999-09-09,-0.020109,450.75
1999-09-10,0.004992,453.0
1999-09-13,0.006898,456.125
1999-09-14,-0.006851,453.0
1999-09-15,0.002208,454.0
1999-09-16,-0.008811,450.0
1999-09-17,-0.000278,449.875
1999-09-20,-0.028619,437.0
1999-09-21,-0.017163,429.5
1999-09-22,0.0,429.5
1999-09-23,-0.015134,423.0
1999-09-24,0.040189,440.0
1999-09-27,0.022727,450.0
1999-09-28,-0.016111,442.75
1999-09-29,0.016657,450.125
1999-09-30,0.019717,459.0
1999-10-01,-0.005447,456.5
1999-10-04,0.007119,459.75
1999-10-05,0.013866,466.125
1999-10-06,0.016895,474.0
1999-10-07,-0.010417,469.0625
1999-10-08,-0.008661,465.0
1999-10-11,0.036559,482.0
1999-10-12,-0.00778,478.25
1999-10-13,-0.006796,475.0
1999-10-14,-0.034737,458.5
1999-10-15,-0.014722,451.75
1999-10-18,-0.004981,449.5
1999-10-19,0.007786,453.0
1999-10-20,0.001656,453.75
1999-10-21,0.00854,457.625
1999-10-22,0.00519,460.0
1999-10-25,-0.011957,454.5
1999-10-26,0.020902,464.0
1999-10-27,0.017241,472.0
1999-10-28,0.056144,498.5
1999-10-29,-0.006018,495.5
1999-11-01,-0.001009,495.0
1999-11-02,0.010101,500.0
1999-11-03,-0.003,498.5
1999-11-04,-0.001505,497.75
1999-11-05,-0.01557,490.0
1999-11-08,0.0,490.0
1999-11-09,0.0,490.0
1999-11-10,0.0,490.0
1999-11-11,-0.002041,489.0
1999-11-12,0.009202,493.5
1999-11-15,0.013171,500.0
1999-11-16,-0.007,496.5
1999-11-17,-0.012966,490.0625
1999-11-18,0.008545,494.25
1999-11-19,-0.004805,491.875
1999-11-22,-0.022363,480.875
1999-11-23,-0.024695,469.0
1999-11-24,0.006397,472.0
1999-11-26,-0.001986,471.0625
1999-11-29,-0.016585,462.0
1999-11-30,0.017316,470.0
1999-12-01,-0.004255,468.0
1999-12-02,-0.01015,463.25
1999-12-03,0.001079,463.75
1999-12-06,-0.029111,450.25
1999-12-07,-0.020544,441.0
1999-12-08,-0.029479,428.0
1999-12-09,-0.007009,425.0
1999-12-10,0.028088,436.9375
1999-12-13,-0.006294,434.1875
1999-12-14,-0.009644,430.0
1999-12-15,-0.012645,424.5625
1999-12-16,-0.004858,422.5
1999-12-17,-0.007101,419.5
1999-12-20,0.00149,420.125
1999-12-21,-0.006248,417.5
1999-12-22,0.011976,422.5
1999-12-23,-0.010651,418.0
1999-12-27,-0.008672,414.375
1999-12-28,-0.010558,410.0
1999-12-29,0.007317,413.0
1999-12-30,0.002421,414.0
1999-12-31,0.000604,414.25
2000-01-03,-0.018558,406.5625
2000-01-04,-0.032129,393.5
2000-01-05,0.004447,395.25
2000-01-06,0.011702,399.875
2000-01-07,0.017818,407.0
2000-01-10,0.000614,407.25
2000-01-11,-0.029466,395.25
2000-01-12,0.011702,399.875
2000-01-13,0.025946,410.25
2000-01-14,0.024375,420.25
2000-01-18,-0.000595,420.0
2000-01-19,-0.019048,412.0
2000-01-20,-0.007888,408.75
2000-01-21,0.007492,411.8125
2000-01-24,-0.016543,405.0
2000-01-25,0.0,405.0
2000-01-26,0.035803,419.5
2000-01-27,0.001192,420.0
2000-01-28,-0.032143,406.5
2000-01-31,0.01107,411.0
2000-02-01,-0.023114,401.5
2000-02-02,0.006227,404.0
2000-02-03,-0.009437,400.1875
2000-02-04,0.01265,405.25
2000-02-07,-0.007403,402.25
2000-02-08,0.003108,403.5
2000-02-09,-0.005886,401.125
2000-02-10,-0.000312,401.0
2000-02-11,-0.002494,400.0
2000-02-14,0.0,400.0
2000-02-15,-0.02,392.0
2000-02-16,-0.008929,388.5
2000-02-17,-0.009653,384.75
2000-02-18,-0.022742,376.0
2000-02-22,-0.010638,372.0
2000-02-23,-0.010753,368.0
2000-02-24,0.004076,369.5
2000-02-25,-0.000507,369.3125
2000-02-28,-0.001692,367.4375
2000-02-29,0.004252,369.0
2000-03-01,0.002541,369.9375
2000-03-02,0.000169,370.0
2000-03-03,0.0,370.0
2000-03-06,0.013514,375.0
2000-03-07,-0.018667,368.0
2000-03-08,-0.01087,364.0
2000-03-09,0.012363,368.5
2000-03-10,0.014247,373.75
2000-03-13,0.020401,381.375
2000-03-14,0.0059,383.625
2000-03-15,0.025741,393.5
2000-03-16,0.07878,424.5
2000-03-17,0.05904,449.5625
2000-03-20,-0.025859,437.9375
2000-03-21,-0.002141,437.0
2000-03-22,0.014874,443.5
2000-03-23,-0.011838,438.25
2000-03-24,0.023959,448.75
2000-03-27,-0.008357,445.0
2000-03-28,-0.00618,442.25
2000-03-29,0.017241,449.875
2000-03-30,-0.014171,443.5
2000-03-31,0.006764,446.5
2000-04-03,0.043673,466.0
2000-04-04,-0.008315,462.125
2000-04-05,-0.015418,455.0
2000-04-06,0.002198,456.0
2000-04-07,-0.020833,446.5
2000-04-10,-0.015538,439.5625
2000-04-11,0.041945,458.0
2000-04-12,0.004367,460.0
2000-04-13,0.016712,467.6875
2000-04-14,-0.039957,449.0
2000-04-17,-0.03118,435.0
2000-04-18,0.027586,447.0
2000-04-19,-0.02335,436.5625
2000-04-20,0.01947,445.0625
2000-04-24,0.002949,446.375
2000-04-25,0.011621,451.5625
2000-04-26,-0.036678,435.0
2000-04-27,0.002299,436.0
2000-04-28,0.007454,439.25
2000-05-01,-0.002846,438.0
2000-05-02,-0.003425,436.5
2000-05-03,-0.02205,426.875
2000-05-04,-0.001903,426.0625
2000-05-05,0.032419,439.875
2000-05-08,-0.026286,428.3125
2000-05-09,-0.014884,421.9375
2000-05-10,-0.038661,405.625
2000-05-11,0.007088,408.5
2000-05-12,0.011322,413.125
2000-05-15,0.00938,417.0
2000-05-16,-0.004796,415.0
2000-05-17,-0.033886,400.9375
2000-05-18,0.010912,405.3125
2000-05-19,-0.01249,400.25
2000-05-22,0.024516,410.0625
2000-05-23,0.029111,422.0
2000-05-24,0.033768,436.25
2000-05-25,0.009885,440.5625
2000-05-26,0.003263,442.0
2000-05-30,0.023756,451.25
2000-05-31,-0.041551,432.5
2000-06-01,0.050867,454.5
2000-06-02,0.045105,475.0
2000-06-05,-0.010526,470.0
2000-06-06,-0.019149,461.0
2000-06-07,-0.002169,460.0
2000-06-08,-0.007609,456.5
2000-06-09,-0.027382,444.0
2000-06-12,0.011402,449.0625
2000-06-13,0.00334,450.5625
2000-06-14,0.001526,451.25
2000-06-15,-0.00277,450.0
2000-06-16,-0.02625,438.1875
2000-06-19,0.008415,441.875
2000-06-20,-0.011174,436.9375
2000-06-21,-0.012874,431.3125
2000-06-22,0.005651,433.75
2000-06-23,0.01902,442.0
2000-06-26,0.004525,444.0
2000-06-27,-0.005912,441.375
2000-06-28,0.008213,445.0
2000-06-29,0.012219,450.4375
2000-06-30,-0.000971,450.0
2000-07-03,0.0,450.0
2000-07-05,0.002222,451.0
2000-07-06,-0.00194,450.125
2000-07-07,0.019717,459.0
2000-07-10,-0.007081,455.75
2000-07-11,0.032501,470.5625
2000-07-12,0.007305,474.0
2000-07-13,0.025317,486.0
2000-07-14,-0.016461,478.0
2000-07-17,0.019875,487.5
2000-07-18,0.004744,489.8125
2000-07-19,-0.034835,472.75
2000-07-20,0.022739,483.5
2000-07-21,-0.017322,475.125
2000-07-24,0.002894,476.5
2000-07-25,0.001049,477.0
2000-07-26,-0.004717,474.75
2000-07-27,-0.016324,467.0
2000-07-28,0.006692,470.125
2000-07-31,0.004919,472.4375
2000-08-01,0.007805,476.125
2000-08-02,-0.006563,473.0
2000-08-03,0.033298,488.75
2000-08-04,0.013811,495.5
2000-08-07,-0.005172,492.9375
2000-08-08,-0.009256,488.375
2000-08-09,-0.005503,485.6875
2000-08-10,0.038476,504.375
2000-08-11,-0.005204,501.75
2000-08-14,0.005605,504.5625
2000-08-15,-0.003097,503.0
2000-08-16,-0.020875,492.5
2000-08-17,-0.014467,485.375
2000-08-18,-0.001416,484.6875
2000-08-21,-0.008124,480.75
2000-08-22,0.00312,482.25
2000-08-23,-0.006221,479.25
2000-08-24,-0.009259,474.8125
2000-08-25,0.006713,478.0
2000-08-28,0.007845,481.75
2000-08-29,0.012714,487.875
2000-08-30,-0.008967,482.25
2000-08-31,0.005054,484.6875
2000-09-01,0.003224,486.25
2000-09-05,0.002057,487.25
