model,h,seed,nll_train,nll_val,nll_test,delta_marginal
state_cond,1,42,3.757803201675415,3.8373327255249023,4.1000447273254395,0.09271154209296828
state_free,1,42,3.779360294342041,3.840728759765625,4.113769054412842,0.10643586918037062
state_cond,2,42,3.801818370819092,3.871659994125366,4.109005928039551,0.10167274280707961
state_free,2,42,3.7522976398468018,3.858886480331421,4.0999884605407715,0.09265527530830031
state_cond,5,42,3.8299715518951416,3.916275978088379,4.084236145019531,0.07690295978706008
state_free,5,42,3.834920644760132,3.9230544567108154,4.08894681930542,0.08161363407294875
state_cond,10,42,3.8266522884368896,3.997772693634033,4.184136390686035,0.17680320545356398
state_free,10,42,3.8429548740386963,3.993281602859497,4.157105445861816,0.14977226062934523
