model,h,seed,nll_train,nll_val,nll_test,delta_marginal
state_cond,1,42,3.8313984870910645,3.8611788749694824,3.9743459224700928,-0.0329872627623784
state_free,1,42,3.837049722671509,3.862229824066162,3.969964027404785,-0.03736915782768602
state_cond,2,42,3.8222737312316895,3.869481325149536,4.007813930511475,0.0004807452790034361
state_free,2,42,3.828831195831299,3.870197296142578,4.006902694702148,-0.00043049053032273576
state_cond,5,42,3.777881383895874,3.9062564373016357,4.029236316680908,0.02190313144843703
state_free,5,42,3.8217954635620117,3.893026828765869,4.003659725189209,-0.003673460043262189
state_cond,10,42,3.8471012115478516,3.9371304512023926,4.000905990600586,-0.006427194631885236
state_free,10,42,3.8637166023254395,3.9273977279663086,3.9953665733337402,-0.011966611898730939
