timestep,row_heterogeneity,row_entropy,dobrushin,date
0,0.010498999617993832,3.4222023,0.031102298,2020-04-17
1,0.013505772687494755,3.582781,0.04163509,2020-04-20
2,0.008189274929463863,3.715773,0.027485633,2020-04-21
3,0.011841824278235435,3.5766816,0.036756538,2020-04-22
4,0.007937546819448471,3.6949396,0.026632223,2020-04-23
5,0.01228596456348896,3.7383275,0.047479548,2020-04-24
6,0.007874289527535439,3.7101917,0.025149062,2020-04-27
7,0.017015036195516586,3.8063018,0.055049323,2020-04-28
8,0.012919892556965351,3.788318,0.046271756,2020-04-29
9,0.01721227541565895,3.8067884,0.060296,2020-04-30
10,0.012390551157295704,3.744385,0.042163543,2020-05-01
11,0.012823565863072872,3.6902294,0.05030948,2020-05-04
12,0.019709380343556404,3.7625399,0.06629572,2020-05-05
13,0.011428764089941978,3.7825243,0.044105086,2020-05-06
14,0.015921423211693764,3.76683,0.05233433,2020-05-07
15,0.018330814316868782,3.8412478,0.060462892,2020-05-08
16,0.01716526225209236,3.8631456,0.06443821,2020-05-11
17,0.01462644338607788,3.750295,0.0513006,2020-05-12
18,0.013755913823843002,3.609267,0.04817495,2020-05-13
19,0.012795456685125828,3.5282848,0.04172612,2020-05-14
20,0.020239902660250664,3.7809417,0.067635015,2020-05-15
21,0.006206465419381857,3.7146118,0.02180147,2020-05-18
22,0.015167713165283203,3.742946,0.0520522,2020-05-19
23,0.017290476709604263,3.8453994,0.05904552,2020-05-20
24,0.03473558649420738,3.9478726,0.1195535,2020-05-21
25,0.03395986184477806,3.9379797,0.12244363,2020-05-22
26,0.010854682885110378,3.7014918,0.036075942,2020-05-26
27,0.011107317171990871,3.7621036,0.038336854,2020-05-27
28,0.011631199158728123,3.7270744,0.044693597,2020-05-28
29,0.011066664941608906,3.794151,0.04071033,2020-05-29
30,0.023436537012457848,3.8502405,0.076482244,2020-06-01
31,0.017487946897745132,3.8316762,0.062767565,2020-06-02
32,0.018518023192882538,3.8384461,0.06441367,2020-06-03
33,0.023615993559360504,3.8745613,0.07460506,2020-06-04
34,0.018639400601387024,3.8418524,0.0657496,2020-06-05
35,0.017953278496861458,3.8100064,0.062163964,2020-06-08
36,0.021065128967165947,3.8872664,0.079640955,2020-06-09
37,0.011514141224324703,3.7372549,0.03999708,2020-06-10
38,0.010561186820268631,3.4426742,0.036050223,2020-06-11
39,0.009010611101984978,3.4527197,0.032381713,2020-06-12
40,0.015655048191547394,3.7027762,0.048258353,2020-06-15
41,0.020605267956852913,3.8560405,0.06767118,2020-06-16
42,0.009403230622410774,3.748728,0.031147864,2020-06-17
43,0.011988559737801552,3.7158663,0.0377599,2020-06-18
44,0.022071020677685738,3.864052,0.082868315,2020-06-19
45,0.035709913820028305,3.9388168,0.13003498,2020-06-22
46,0.03228286653757095,3.9292786,0.11412508,2020-06-23
47,0.015710419043898582,3.8197455,0.05556105,2020-06-24
48,0.012368070892989635,3.7843645,0.046137832,2020-06-25
49,0.017900841310620308,3.6737862,0.059777014,2020-06-26
50,0.013927998021245003,3.7523663,0.05056026,2020-06-29
51,0.025099141523241997,3.8703372,0.085033216,2020-06-30
52,0.024147963151335716,3.8806527,0.078081265,2020-07-01
53,0.02492181770503521,3.92223,0.101271525,2020-07-02
54,0.01770360954105854,3.8061726,0.058392987,2020-07-06
55,0.038576796650886536,3.9769576,0.13912271,2020-07-07
56,0.022934144362807274,3.8913457,0.09044287,2020-07-08
57,0.023989276960492134,3.8379421,0.080342434,2020-07-09
58,0.021130084991455078,3.8242545,0.06865556,2020-07-10
59,0.019437460228800774,3.81718,0.06754865,2020-07-13
60,0.01181005872786045,3.7561054,0.041308705,2020-07-14
61,0.021970557048916817,3.8631485,0.07616496,2020-07-15
62,0.0345517098903656,3.9482014,0.11316777,2020-07-16
63,0.023016586899757385,3.8961012,0.085860185,2020-07-17
64,0.04161505028605461,3.9767404,0.15434015,2020-07-20
65,0.026707101613283157,3.8996859,0.090736434,2020-07-21
66,0.03804551810026169,3.9577777,0.13991253,2020-07-22
67,0.03667715936899185,3.9454095,0.1278966,2020-07-23
68,0.03656641021370888,3.9280577,0.11886329,2020-07-24
69,0.04241826385259628,3.98776,0.15295635,2020-07-27
70,0.030965149402618408,3.9198914,0.10565341,2020-07-28
71,0.04133088141679764,3.9753034,0.13995394,2020-07-29
72,0.04099634662270546,3.9657896,0.14128707,2020-07-30
73,0.041592177003622055,3.966209,0.14390595,2020-07-31
74,0.04519795626401901,3.9873214,0.1575952,2020-08-03
75,0.049678701907396317,3.9927583,0.17387897,2020-08-04
76,0.0473322719335556,3.993981,0.16238482,2020-08-05
77,0.049570873379707336,3.992637,0.16095619,2020-08-06
78,0.05050916597247124,3.9978123,0.16667087,2020-08-07
79,0.038410935550928116,3.990608,0.13367443,2020-08-10
80,0.04466117545962334,3.9821916,0.15112014,2020-08-11
81,0.04785608500242233,3.9905293,0.17125292,2020-08-12
82,0.045648880302906036,3.9959028,0.16616198,2020-08-13
83,0.04713800549507141,3.9983084,0.17032821,2020-08-14
84,0.05125715583562851,3.9969857,0.17630868,2020-08-17
85,0.045649826526641846,3.99308,0.16699043,2020-08-18
86,0.03558197617530823,3.972932,0.13638668,2020-08-19
87,0.04783478379249573,3.9907703,0.16841404,2020-08-20
88,0.05023782700300217,3.9961085,0.18137756,2020-08-21
89,0.042588647454977036,3.9722114,0.13789114,2020-08-24
90,0.0494469478726387,3.9928637,0.16094127,2020-08-25
91,0.04763980582356453,3.9964302,0.16841671,2020-08-26
92,0.034381598234176636,3.9601953,0.12157259,2020-08-27
93,0.05131811648607254,3.985852,0.17169072,2020-08-28
94,0.04091692715883255,3.9791868,0.14682628,2020-08-31
95,0.04481791332364082,3.9807703,0.15900186,2020-09-01
96,0.043161872774362564,3.9748898,0.14187829,2020-09-02
97,0.03747551888227463,3.955022,0.1317481,2020-09-03
98,0.03264624997973442,3.9268816,0.11416984,2020-09-04
99,0.021365785971283913,3.8339636,0.07330488,2020-09-08
100,0.027057765051722527,3.8946817,0.10170178,2020-09-09
101,0.03230512514710426,3.926658,0.115728006,2020-09-10
102,0.042733002454042435,3.970087,0.14358835,2020-09-11
103,0.042375240474939346,3.9643588,0.13668033,2020-09-14
104,0.0320751927793026,3.9256666,0.10289326,2020-09-15
105,0.03623227775096893,3.9489775,0.12332001,2020-09-16
106,0.03954605385661125,3.9504035,0.13100143,2020-09-17
107,0.02542192116379738,3.8775384,0.09042003,2020-09-18
108,0.02244962379336357,3.8486247,0.08079573,2020-09-21
109,0.02335735596716404,3.859445,0.083452746,2020-09-22
110,0.02826644480228424,3.917033,0.10661799,2020-09-23
111,0.02471831813454628,3.8729992,0.088163696,2020-09-24
112,0.04016338661313057,3.9537787,0.13135706,2020-09-25
113,0.031470637768507004,3.9431791,0.104702935,2020-09-28
114,0.03708919510245323,3.9533823,0.12565134,2020-09-29
115,0.03654126077890396,3.941118,0.12203247,2020-09-30
116,0.046651970595121384,3.9962475,0.161527,2020-10-01
117,0.042827144265174866,3.98061,0.14762539,2020-10-02
118,0.04767201095819473,3.9928637,0.16033395,2020-10-05
119,0.037637125700712204,3.9634027,0.1252263,2020-10-06
120,0.043098196387290955,3.9737525,0.15106316,2020-10-07
121,0.04957567900419235,3.9927518,0.16083492,2020-10-08
122,0.05140247941017151,3.9954526,0.18408376,2020-10-09
123,0.04339468106627464,3.993915,0.15688728,2020-10-12
124,0.044340621680021286,3.983097,0.15020534,2020-10-13
125,0.02085854299366474,3.849754,0.07552515,2020-10-14
126,0.02432805299758911,3.8654459,0.086745605,2020-10-15
127,0.04143723100423813,3.967867,0.14316498,2020-10-16
128,0.03753222897648811,3.95076,0.13733327,2020-10-19
129,0.03327852860093117,3.9174466,0.10725634,2020-10-20
130,0.035454753786325455,3.9297388,0.117690586,2020-10-21
131,0.04568371921777725,3.9763203,0.15054302,2020-10-22
132,0.04910694435238838,3.992264,0.16112547,2020-10-23
133,0.024549702182412148,3.8850765,0.08585901,2020-10-26
134,0.022134268656373024,3.8652666,0.08540836,2020-10-27
135,0.016979504376649857,3.6955445,0.057133272,2020-10-28
136,0.01732354797422886,3.7904267,0.06251727,2020-10-29
137,0.025686470791697502,3.8571086,0.085761145,2020-10-30
138,0.027125759050250053,3.89291,0.09242691,2020-11-02
139,0.020707150921225548,3.8596113,0.06976337,2020-11-03
140,0.016133002936840057,3.8005528,0.059331935,2020-11-04
141,0.016204778105020523,3.8269684,0.057899065,2020-11-05
142,0.04543555527925491,3.9946449,0.15691514,2020-11-06
143,0.009017066098749638,3.6577246,0.02908862,2020-11-09
144,0.013600456528365612,3.7284517,0.050018273,2020-11-10
145,0.008498555049300194,3.8009472,0.031230556,2020-11-11
146,0.03563443943858147,3.958544,0.1319776,2020-11-12
147,0.03232378140091896,3.9455314,0.11798387,2020-11-13
148,0.010674821212887764,3.6907208,0.03751382,2020-11-16
149,0.048948876559734344,3.9977505,0.17345402,2020-11-17
150,0.03561513125896454,3.9515631,0.13323903,2020-11-18
151,0.044139083474874496,3.9775183,0.1494867,2020-11-19
152,0.04439418390393257,3.9956558,0.1621117,2020-11-20
153,0.03544694930315018,3.953151,0.12474588,2020-11-23
154,0.034397635608911514,3.9336758,0.10685536,2020-11-24
155,0.03915027529001236,3.9755068,0.14394973,2020-11-25
156,0.04921942949295044,3.9978974,0.17802426,2020-11-27
157,0.04489228129386902,3.9871132,0.15695275,2020-11-30
158,0.03762708976864815,3.97956,0.1454926,2020-12-01
159,0.03707054257392883,3.992978,0.13242573,2020-12-02
160,0.04671592265367508,3.9961789,0.16532104,2020-12-03
161,0.0427994504570961,3.9752667,0.14397907,2020-12-04
162,0.045623861253261566,3.9966652,0.156654,2020-12-07
163,0.05036798492074013,3.9983277,0.17879076,2020-12-08
164,0.012237826362252235,3.8689349,0.049547046,2020-12-09
165,0.05226553976535797,3.9839597,0.1793903,2020-12-10
166,0.047359827905893326,3.9914498,0.16830012,2020-12-11
167,0.05175350606441498,3.996647,0.17965299,2020-12-14
168,0.04645831137895584,3.9980605,0.16616061,2020-12-15
169,0.0468267984688282,3.9875748,0.16094649,2020-12-16
170,0.05093184858560562,3.9964802,0.17484961,2020-12-17
171,0.05137006938457489,3.994883,0.17289478,2020-12-18
172,0.03979480266571045,3.971736,0.13396636,2020-12-21
173,0.050878141075372696,3.9977353,0.17929652,2020-12-22
174,0.04193921759724617,3.9843829,0.14353353,2020-12-23
175,0.040583111345767975,3.9777498,0.1401644,2020-12-24
176,0.051875170320272446,3.9782043,0.1806856,2020-12-28
177,0.042626142501831055,3.9467378,0.15631469,2020-12-29
178,0.053914181888103485,3.9727304,0.17973135,2020-12-30
179,0.045529961585998535,3.986263,0.1606025,2020-12-31
180,0.05011279135942459,3.9971817,0.16950022,2021-01-04
181,0.045842863619327545,3.9939682,0.16528381,2021-01-05
