edge
-inf
-0.035773962661612826
-0.02340768069608367
-0.01748695397915899
-0.013931311927288805
-0.010122646118367268
-0.00738351359421068
-0.005158388211361891
-0.003165938864628734
-0.0012239127954402347
0.0007450668008854243
0.002669312121541701
0.004792193081815788
0.007266357630008505
0.010207124715405112
0.013538223401600387
0.016913596433722384
0.02128595348014064
0.026969052593958924
0.035368272336184135
inf
