edge
-inf
-0.08049952992276356
-0.06595135109767306
-0.05544472792750241
-0.04727702186586106
-0.041450322520383553
-0.03733256460748256
-0.03234097769790395
-0.02984978591535964
-0.02662453434553918
-0.0241995696626083
-0.021620115264117976
-0.01920486548010358
-0.017114357133161794
-0.014788151526936244
-0.013612665532611923
-0.011835848246782969
-0.01040428149109133
-0.009065429262967691
-0.007587337593843794
-0.006538287131466124
-0.00507617115494442
-0.003972465357725367
-0.0025674622084185653
-0.0013062928245291831
-0.00014711781611047002
0.0011145831215408958
0.00247571933494503
0.003920075461066986
0.005082317925778249
0.006274746177818909
0.007369840766419082
0.008927646761632
0.010019348845599966
0.011239852406639063
0.012527418026934214
0.01407343277499134
0.015583653388132737
0.016792654839273537
0.01843173071198905
0.02027432935632441
0.022501805660859058
0.024289363332114067
0.026261085017760907
0.028369260604164382
0.030508279208542228
0.03357259206154146
0.03609528076686016
0.038273331667725986
0.04130789044731755
0.0466549482398777
0.05210974501825384
0.0589255843637973
0.06765070134920713
0.08936637138908307
inf
