model,h,seed,nll_train,nll_val,nll_test,delta_marginal
state_cond,1,42,3.881070137023926,3.91743540763855,3.9501121044158936,-0.05722108081657762
state_free,1,42,3.8619072437286377,3.918876886367798,3.9405884742736816,-0.06674471095878953
state_cond,2,42,3.8917970657348633,3.953089475631714,3.9911208152770996,-0.016212369955371564
state_free,2,42,3.9068071842193604,3.9477150440216064,4.01824426651001,0.010911081277538592
state_cond,5,42,3.952665090560913,3.9719507694244385,3.989678144454956,-0.01765504077751512
state_free,5,42,3.947789192199707,3.9719574451446533,3.999819040298462,-0.007514144934009259
state_cond,10,42,3.9589486122131348,3.990859031677246,3.9764649868011475,-0.030868198431323712
state_free,10,42,3.9595601558685303,3.9877376556396484,3.9900665283203125,-0.017266656912158673
