model,h,N,seed,nll_train,nll_val,nll_test,delta_marginal
state_cond,1,4,42,1.3576894998550415,1.36457097530365,1.4019759893417358,0.0156816282218452
state_cond,1,4,7,1.3665395975112915,1.3661508560180664,1.411588191986084,0.0252938308661934
state_cond,1,4,123,1.3582167625427246,1.364089012145996,1.4093031883239746,0.023008827204084
state_free,1,4,42,1.3619654178619385,1.3656834363937378,1.407810091972351,0.0215157308524605
state_free,1,4,7,1.359180927276611,1.3646355867385864,1.4066014289855957,0.0203070678657051
state_free,1,4,123,1.3563964366912842,1.3626981973648071,1.411028265953064,0.0247339048331733
state_cond,5,4,42,1.384999394416809,1.394934892654419,1.440082311630249,0.0537879505103584
state_cond,5,4,7,1.3624011278152466,1.388591766357422,1.4335812330245972,0.0472868719047065
state_cond,5,4,123,1.386508822441101,1.3949817419052124,1.4450726509094238,0.0587782897895332
state_free,5,4,42,1.38538920879364,1.396449327468872,1.4489983320236206,0.06270397090373
state_free,5,4,7,1.3834728002548218,1.3940023183822632,1.4446076154708862,0.0583132543509956
state_free,5,4,123,1.3852401971817017,1.3935385942459106,1.44051194190979,0.0542175807898994
state_cond,10,4,42,1.3859223127365112,1.4083375930786133,1.4487016201019287,0.0624072589820381
state_cond,10,4,7,1.3840887546539309,1.412827968597412,1.459484338760376,0.0731899776404854
state_cond,10,4,123,1.3879286050796509,1.413410782814026,1.4600262641906738,0.0737319030707832
state_free,10,4,42,1.385759949684143,1.4149255752563477,1.4621435403823853,0.0758491792624946
state_free,10,4,7,1.3708263635635376,1.408839464187622,1.4336122274398804,0.0473178663199898
state_free,10,4,123,1.3845431804656982,1.4106911420822144,1.4518365859985352,0.0655422248786445
state_cond,21,4,42,1.368984580039978,1.415109395980835,1.4385100603103638,0.0522156991904732
state_cond,21,4,7,1.36882221698761,1.4166799783706665,1.4391062259674072,0.0528118648475166
state_cond,21,4,123,1.3701642751693726,1.4144163131713867,1.4354641437530518,0.0491697826331611
state_free,21,4,42,1.3546754121780396,1.4198949337005615,1.4264367818832395,0.0401424207633491
state_free,21,4,7,1.3710671663284302,1.4182039499282837,1.4369378089904783,0.0506434478705879
state_free,21,4,123,1.373991847038269,1.4145101308822632,1.4408092498779297,0.0545148887580391
state_cond,63,4,42,1.3661959171295166,1.4243186712265017,1.422054648399353,0.0357602872794624
