timestep,ck_kl,ck_tv,date
0,0.07361425224723964,0.14838528275367893,2020-03-24
1,0.019732529939862593,0.08237886433713781,2020-03-25
2,0.06345206979352681,0.13023706747534436,2020-03-26
3,0.03371894450828248,0.10039009500981359,2020-03-27
4,0.13611917758208164,0.21739846969301677,2020-03-30
5,0.026719136345117106,0.09027095888766978,2020-03-31
6,0.16478488813392797,0.24536575451106393,2020-04-01
7,0.07219996960108505,0.14637686934879712,2020-04-02
8,0.06354333431032433,0.13884583779640533,2020-04-03
9,0.230522685890814,0.26087555066566565,2020-04-06
10,0.02420268288474906,0.08771876069798364,2020-04-07
11,0.20751353348832546,0.2745888296783423,2020-04-08
12,0.013720602876607134,0.06597754225058647,2020-04-09
13,0.060814337204362016,0.1261785537375166,2020-04-13
14,0.11365136775075428,0.198529108092598,2020-04-14
15,0.10559340414665377,0.17463236192351145,2020-04-15
16,0.019332855130329493,0.07863250328082622,2020-04-16
17,0.057063936604933065,0.11816922368375979,2020-04-17
18,0.18768556136811557,0.23442558268133634,2020-04-20
19,0.1501802228962528,0.23369723768691994,2020-04-21
20,0.3621849760618952,0.36538337986864844,2020-04-22
21,0.07120497819770458,0.14844879211843146,2020-04-23
22,0.2051277897490148,0.2679524005373425,2020-04-24
23,0.2076271480932545,0.23597132780834426,2020-04-27
24,0.34547853835073883,0.3191479276061031,2020-04-28
25,0.04150894882073069,0.11757133267100074,2020-04-29
26,0.019413187362634247,0.08065448803984467,2020-04-30
27,0.026641567879227685,0.08573294320890953,2020-05-01
28,0.021906979435047838,0.08308163610508598,2020-05-04
29,0.3086270674333594,0.29097946217009285,2020-05-05
30,0.009106956818671153,0.051205018647556236,2020-05-06
31,0.6882940028767546,0.4998336804150162,2020-05-07
32,0.46986142094840655,0.41003583215816525,2020-05-08
33,0.3994767565382127,0.383524778727042,2020-05-11
34,0.03839264773443534,0.10688086189242825,2020-05-12
35,0.21808245736431328,0.2679026726779431,2020-05-13
36,0.05286173706746222,0.12878749872726888,2020-05-14
37,0.02705198965027272,0.09219744755222575,2020-05-15
38,0.022865734351345507,0.07733497351149757,2020-05-18
39,0.18870040891649656,0.2348210250099492,2020-05-19
40,0.011685051984016927,0.061628465229809644,2020-05-20
41,0.12660887485960384,0.21822342223120475,2020-05-21
42,0.05630333941791078,0.1356546737151464,2020-05-22
43,0.13973496341337666,0.2259321914164983,2020-05-26
44,0.06450109046792543,0.13846029086135644,2020-05-27
45,0.08466932810803932,0.15387460168974537,2020-05-28
46,0.10071380028919938,0.1755312474452857,2020-05-29
47,0.01563586975395673,0.07158253961111415,2020-06-01
48,0.1431324263890656,0.19198978389190652,2020-06-02
49,0.06494130471779153,0.14624336100945703,2020-06-03
50,0.036233206462746546,0.1109671518663736,2020-06-04
51,0.08109941513302474,0.14749239894284058,2020-06-05
52,0.049975539523183996,0.13041657644155993,2020-06-08
53,0.0177833973934501,0.06903271577591387,2020-06-09
54,0.03482869311742923,0.10682360781519265,2020-06-10
55,0.030525089603392917,0.08826589363553307,2020-06-11
56,0.09037233775251893,0.16391432669460893,2020-06-12
57,0.01769958547968251,0.070457526254277,2020-06-15
58,0.034505539233177215,0.1066284043146772,2020-06-16
59,0.4360037055354937,0.322005301969283,2020-06-17
60,0.030432978436393403,0.08796252434130712,2020-06-18
61,0.030997959591854824,0.0945953115035417,2020-06-19
62,0.07812133655865601,0.14130902918764746,2020-06-22
63,0.08303750636463648,0.1654237782268193,2020-06-23
64,0.052378387348477676,0.12920971938648715,2020-06-24
65,0.06350839040446495,0.1172090860330504,2020-06-25
66,0.02082395730006626,0.07513354978407318,2020-06-26
67,0.0866015673151464,0.14001377848250537,2020-06-29
68,0.04433359657511549,0.09815782013901855,2020-06-30
69,0.055939988573149704,0.132188750615017,2020-07-01
70,0.01575271362041714,0.06477902696170341,2020-07-02
71,0.02122853452403235,0.07879025647687952,2020-07-06
72,0.012642103876570112,0.05337396488799314,2020-07-07
73,0.03591348863451619,0.10478441094069063,2020-07-08
74,0.18082930012629617,0.19912667629790687,2020-07-09
75,0.05157633291414479,0.12509521094347106,2020-07-10
