ticker,model,vol_window,h,N,seed,nll_train,nll_val,nll_test,delta_marginal
USB,state_cond_vol_w10,10,1,35,42,3.344125509262085,3.388733148574829,3.598854780197144,0.04350671870773
USB,state_cond_vol_w10,10,1,35,7,3.3331329822540283,3.386073350906372,3.603192806243897,0.0478447447544829
USB,state_cond_vol_w10,10,1,35,123,3.331693172454834,3.388251543045044,3.600533962249756,0.0451859007603423
USB,state_cond_vol_w10,10,2,35,42,3.362316131591797,3.430493354797364,3.604103088378906,0.0487550268894927
USB,state_cond_vol_w10,10,2,35,7,3.367008209228516,3.43273663520813,3.612390518188477,0.057042456699063
USB,state_cond_vol_w10,10,2,35,123,3.36272931098938,3.4331865310668945,3.615921974182129,0.0605739126927153
USB,state_cond_vol_w10,10,3,35,42,3.377572059631348,3.45159912109375,3.597323179244995,0.0419751177555816
USB,state_cond_vol_w10,10,3,35,7,3.3570268154144287,3.451765298843384,3.595994472503662,0.0406464110142485
USB,state_cond_vol_w10,10,3,35,123,3.3772635459899902,3.4472904205322266,3.60305118560791,0.0477031241184966
USB,state_cond_vol_w10,10,5,35,42,3.383064031600952,3.478391647338867,3.598885297775269,0.043537236285855
USB,state_cond_vol_w10,10,5,35,7,3.37419056892395,3.483347177505493,3.6022915840148926,0.046943522525479
USB,state_cond_vol_w10,10,5,35,123,3.3825161457061768,3.468552589416504,3.5916531085968018,0.0363050471073882
USB,state_cond_vol_w10,10,1,45,42,3.587195873260498,3.6364691257476807,3.842383861541748,0.0357213717714284
USB,state_cond_vol_w10,10,1,45,7,3.590549230575561,3.636857032775879,3.850245475769043,0.0435829859987233
USB,state_cond_vol_w10,10,1,45,123,3.582179069519043,3.6375885009765625,3.860121965408325,0.0534594756380055
USB,state_cond_vol_w10,10,2,45,42,3.603658676147461,3.683297872543335,3.872653007507324,0.0659905177370046
USB,state_cond_vol_w10,10,2,45,7,3.598283529281616,3.679289340972901,3.8679821491241455,0.0613196593538258
USB,state_cond_vol_w10,10,2,45,123,3.5892059803009038,3.6766626834869385,3.8545286655426025,0.0478661757722829
USB,state_cond_vol_w10,10,3,45,42,3.60809326171875,3.713829755783081,3.863334178924561,0.0566716891542409
USB,state_cond_vol_w10,10,3,45,7,3.6163229942321777,3.708727359771729,3.858405113220215,0.0517426234498952
USB,state_cond_vol_w10,10,3,45,123,3.6141891479492183,3.7049849033355713,3.852661609649658,0.0459991198793385
USB,state_cond_vol_w10,10,5,45,42,3.634398937225342,3.726804733276367,3.8550100326538086,0.0483475428834889
USB,state_cond_vol_w10,10,5,45,7,3.6250174045562735,3.725453615188599,3.859457015991211,0.0527945262208913
USB,state_cond_vol_w10,10,5,45,123,3.634161949157715,3.718383312225342,3.848025798797608,0.0413633090272878
USB,state_cond_vol_w10,10,1,55,42,3.786234140396118,3.840043306350708,4.061243057250977,0.05390987201850539
USB,state_cond_vol_w10,10,1,55,7,3.775017023086548,3.843961000442505,4.0687174797058105,0.061384294473339374
USB,state_cond_vol_w10,10,1,55,123,3.75888729095459,3.8380987644195557,4.041898727416992,0.034565542184521014
USB,state_cond_vol_w10,10,2,55,42,3.79301381111145,3.8781344890594482,4.067471981048584,0.06013879581611281
USB,state_cond_vol_w10,10,2,55,7,3.7882916927337646,3.882473945617676,4.071893215179443,0.06456002994697219
USB,state_cond_vol_w10,10,2,55,123,3.7927138805389404,3.87941312789917,4.073221206665039,0.06588802143256789
USB,state_cond_vol_w10,10,3,55,42,3.816263198852539,3.9052603244781494,4.0557403564453125,0.04840717121284133
USB,state_cond_vol_w10,10,3,55,7,3.8146800994873047,3.902094841003418,4.054529666900635,0.04719648166816359
USB,state_cond_vol_w10,10,3,55,123,3.809943199157715,3.902127265930176,4.060544967651367,0.053211782418896014
USB,state_cond_vol_w10,10,5,55,42,3.8204715251922607,3.923347234725952,4.055277347564697,0.04794416233222609
USB,state_cond_vol_w10,10,5,55,7,3.8259153366088867,3.9259018898010254,4.063422203063965,0.05608901783149367
USB,state_cond_vol_w10,10,5,55,123,3.7888174057006836,3.9263761043548584,4.044986724853516,0.03765353962104445
