date,sigma_t_w5,X_t_vol_w5,sigma_t_w10,X_t_vol_w10,sigma_t_w21,X_t_vol_w21
1999-07-06,0.01316422540636493,27,0.01509448195696787,30,0.014652049290355473,29
1999-07-07,0.008871443058077603,15,0.015416979633764826,31,0.014472365556223239,29
1999-07-08,0.009645975469225266,17,0.014809690695347775,29,0.014337971422800631,28
1999-07-09,0.00916286978088709,16,0.010958427221127446,18,0.01432617479370432,28
1999-07-12,0.01021027864687752,19,0.011891611033559341,21,0.01298369396060029,23
1999-07-13,0.012805749005184506,26,0.01405006839404329,27,0.013315773593893358,24
1999-07-14,0.00875176444723856,14,0.011385239892518795,19,0.0133187884945125,24
1999-07-15,0.012772617588814515,26,0.011128226840376936,18,0.013476582996334606,25
1999-07-16,0.011932035541914469,24,0.010592377762565549,16,0.013373337089873661,25
1999-07-19,0.0121347369608059,25,0.010592377762565549,16,0.012736125296649846,22
1999-07-20,0.010716120614338742,21,0.011938843613306872,21,0.01319607767974036,24
1999-07-21,0.009939827008749727,18,0.011281776208572443,19,0.013098354557049104,24
1999-07-22,0.009152547120373215,16,0.011285603929134155,19,0.013151568248298771,24
1999-07-23,0.009151727726199826,16,0.011110022169490334,18,0.012687687464589984,22
1999-07-26,0.010334619958793994,20,0.011581853421790373,20,0.011464147719407737,18
1999-07-27,0.008867405289825273,15,0.009273422720888335,12,0.011341418111174468,18
1999-07-28,0.005746789844095322,5,0.007725549481655848,7,0.011327088186980324,17
1999-07-29,0.013418258364409926,28,0.010892102845020808,17,0.011024094575165299,16
1999-07-30,0.019533810594759813,39,0.015013791529453034,30,0.012544948370902503,22
1999-08-02,0.021221429441027305,42,0.016463536353349063,34,0.013274090896555913,24
1999-08-03,0.01994261033454206,40,0.015574467576375803,32,0.013271256128002552,24
1999-08-04,0.01943586820340642,39,0.015384279202357298,31,0.013183928410095289,24
1999-08-05,0.01925829908487676,39,0.016257944273070042,33,0.013423337355165734,25
1999-08-06,0.015578069382718936,33,0.016659583059058,34,0.013645924279873978,26
1999-08-09,0.010378333107140912,20,0.01585571925034268,32,0.013690880605182153,26
1999-08-10,0.01168484258881692,23,0.015552045803724336,31,0.01414944575450086,28
1999-08-11,0.014131642427643351,30,0.016023897599294467,33,0.013816522097270419,26
1999-08-12,0.014993181668519834,32,0.01653575645234066,34,0.013994424543123704,27
1999-08-13,0.02647398437233439,46,0.022203476594887698,42,0.018135484114277914,36
1999-08-16,0.027446477237917984,47,0.021505529754829764,41,0.018172982159685692,36
1999-08-17,0.021760136731291305,42,0.022412965142297542,42,0.018776560051621687,37
1999-08-18,0.024298702362515384,44,0.022558834920532702,43,0.018571018807419144,37
1999-08-19,0.02632136428828014,46,0.021413136839940394,41,0.018526967925335997,37
1999-08-20,0.012620265780069858,26,0.02019488273480264,40,0.018528728198211507,37
1999-08-23,0.01705335986064566,35,0.021542996965376135,41,0.019625591801185734,38
1999-08-24,0.015350473151692032,32,0.01883301874664043,38,0.019499064735391224,38
1999-08-25,0.01581871521520582,33,0.019966720343007508,39,0.019569586122075006,38
1999-08-26,0.0170886210513254,36,0.021222172488394732,41,0.01979337088911361,38
1999-08-27,0.017074056023658548,36,0.014210781117903835,28,0.019182842314877033,38
1999-08-30,0.010786071473878105,21,0.01534741355883585,31,0.0181914045653882,36
1999-08-31,0.008079527739349333,12,0.013637297091709768,26,0.01778308590376205,35
1999-09-01,0.016527389690868418,34,0.015629398631843403,32,0.018466980963465884,37
1999-09-02,0.015283815542926911,32,0.01538321812275642,31,0.018449459951613217,37
1999-09-03,0.020988176379631164,41,0.018088164605655148,37,0.018811401893597667,37
1999-09-07,0.01942285174102285,39,0.016353986731787895,33,0.018542189508291607,37
1999-09-08,0.020478529521535394,41,0.01657353149417853,34,0.018855854227492877,37
1999-09-09,0.018110823734594092,37,0.016374847966089942,34,0.018077207606410343,36
1999-09-10,0.018156719662846686,37,0.015846724748493673,32,0.01807573053936831,36
1999-09-13,0.007354506380198977,10,0.015831366071945394,32,0.018039430863718127,36
1999-09-14,0.009077139534837275,15,0.015850675415027087,32,0.014869119526794247,30
1999-09-15,0.008797977863662394,14,0.015695029854913146,32,0.014802216718820203,30
1999-09-16,0.008939953875006469,15,0.013516696578875213,26,0.014030292300815218,27
1999-09-17,0.008454838041659373,14,0.013569297115683932,26,0.013939536410569801,27
1999-09-20,0.008406585018610269,13,0.007488255655952777,6,0.013837690862336082,26
1999-09-21,0.007069995710339937,9,0.00787517953843733,7,0.014167145992134046,28
1999-09-22,0.010175156960080122,19,0.009184496718943783,11,0.012848809265358483,23
1999-09-23,0.01022361559300819,19,0.009157488018863949,11,0.012743089156393848,22
1999-09-24,0.010335866021716553,20,0.00907155610384642,11,0.012649582904478306,22
1999-09-27,0.011490375638966054,23,0.009572281795865596,13,0.012513466236091236,22
1999-09-28,0.008933203674839057,15,0.00823810960516899,8,0.012601279490239096,22
1999-09-29,0.007437390566395746,10,0.008403537770900499,9,0.01203835476475135,20
1999-09-30,0.013401302674837285,28,0.011419942274889317,20,0.0130335052986767,23
1999-10-01,0.013692399940032558,28,0.011494802462158935,20,0.012008466698428302,20
1999-10-04,0.01670751827210214,35,0.01502730832404889,30,0.013949830247167424,27
1999-10-05,0.01973617385927198,40,0.014624772823017815,29,0.012475105189829966,22
1999-10-06,0.018980636057734254,39,0.015265450436903687,31,0.012987539518900035,23
1999-10-07,0.019645301452100958,39,0.015903319781999752,33,0.012831718568635051,23
1999-10-08,0.022553775850630255,43,0.01859751370883907,38,0.014690091639102294,29
1999-10-11,0.02002026043249379,40,0.017473397517423384,36,0.014681949143399532,29
1999-10-12,0.027857221177071703,47,0.02289118930037626,43,0.01711141566841997,34
1999-10-13,0.028142236646732908,47,0.02477289077920658,45,0.017638728417941455,35
1999-10-14,0.028938538181585316,47,0.023814491818846574,44,0.017718676881805808,35
1999-10-15,0.02418826145971965,44,0.028073417507170587,47,0.020462839927971464,39
1999-10-18,0.031431505250251394,49,0.027414958242973103,46,0.021387520555851296,40
1999-10-19,0.03235677972900714,49,0.028565106079142685,47,0.021996664681200997,41
1999-10-20,0.030114549486712897,48,0.02839939502229138,47,0.021923572843263253,41
1999-10-21,0.030620709757950396,48,0.028333024283859955,47,0.021910159160539067,41
1999-10-22,0.017867772365215282,37,0.02939755367895524,48,0.023585146871495623,42
1999-10-25,0.01869696827934474,38,0.029421607054797586,48,0.023585537419271038,42
1999-10-26,0.022846163136602156,43,0.02700050212850069,46,0.023764719599242454,43
1999-10-27,0.025306264113971317,45,0.026348590976967238,45,0.02460373607673455,44
1999-10-28,0.02848957684132909,47,0.02977484836028401,48,0.02654917717951541,46
1999-10-29,0.028825444918394127,47,0.02296264021208134,43,0.026496357139597276,46
1999-11-01,0.028846573678993025,47,0.022976043872283147,43,0.026406849761841825,46
1999-11-02,0.025454932986699666,45,0.023205356212372494,43,0.025788240318498988,45
1999-11-03,0.028181847254368942,47,0.025436157415653478,45,0.026182297498109117,45
1999-11-04,0.016232402934340116,34,0.0251880064830385,45,0.02626333059111548,46
1999-11-05,0.017939661888077208,37,0.02307137175069374,43,0.026260133031903443,46
1999-11-08,0.018668547082663595,38,0.023122866507435065,43,0.02555851565407071,45
1999-11-09,0.026558000119253578,46,0.02589237878443251,45,0.0269744039129629,46
1999-11-10,0.02724212790210961,46,0.02628698622005699,45,0.02612071315727044,45
1999-11-11,0.02415498891547765,44,0.019562087633221245,39,0.025245596766141236,45
1999-11-12,0.03174522487635533,49,0.024470504317926817,44,0.026637372810515456,46
1999-11-15,0.03033491182959752,48,0.024475102324579737,44,0.02383009157526775,43
1999-11-16,0.02524676159337058,45,0.024497905309219813,44,0.023465262119413566,42
1999-11-17,0.024539876423743015,45,0.02456406403552882,44,0.024065508171012783,43
1999-11-18,0.02444333304606067,45,0.023530179395560267,43,0.02398062484831055,43
1999-11-19,0.010784948571475415,21,0.02243594555804055,42,0.023870816962320723,43
1999-11-22,0.012790452403237085,26,0.022059329322567087,42,0.022949321930300786,41
1999-11-23,0.010166677048878536,19,0.020231599722076322,40,0.02332068981938287,42
1999-11-24,0.009187369216117795,16,0.019507960350194194,39,0.023352535813881,42
1999-11-26,0.012131975665541955,25,0.019781149641655737,39,0.022243319931277764,41
1999-11-29,0.015132546025573656,32,0.014050890789916053,27,0.019967277128726025,39
1999-11-30,0.022903369404790725,43,0.01748892984365585,36,0.020821802703118716,40
1999-12-01,0.022387801402245305,43,0.016911707815783997,35,0.020758085056270328,39
1999-12-02,0.02215486986026473,42,0.01643865830830925,34,0.020925178160136566,40
1999-12-03,0.022330820240437813,43,0.017191942195198175,35,0.020659212135659022,39
1999-12-06,0.03763506150745594,51,0.027147830191649385,46,0.025169942448666282,44
1999-12-07,0.03644337351948306,50,0.030725923589582607,48,0.02685233843204445,46
1999-12-08,0.035105001626666854,50,0.03083298688079838,49,0.02611205085400507,45
1999-12-09,0.04017076652604047,51,0.03235707757006194,49,0.02616532167343312,45
1999-12-10,0.03748011718717131,51,0.03160568827381118,49,0.025939498070308258,45
1999-12-13,0.02813939590131128,47,0.031327893104048835,49,0.02604830280938606,45
1999-12-14,0.012606913573026231,26,0.028777735678653205,47,0.02311735611835176,42
1999-12-15,0.016132879636277412,34,0.028450572290442577,47,0.023190536425317546,42
1999-12-16,0.015526525076650694,33,0.028956392052202018,47,0.02330479591354257,42
1999-12-17,0.014512992595925648,30,0.027113789869326634,46,0.02326998724953333,42
1999-12-20,0.019934212971065995,40,0.023136617090166157,43,0.024115361760998082,43
1999-12-21,0.02151557022036718,42,0.017261472572442847,35,0.02418853281993754,43
