date,sigma_t_w5,X_t_vol_w5,sigma_t_w10,X_t_vol_w10,sigma_t_w21,X_t_vol_w21
1999-07-06,0.013683084829692927,23,0.025296315127435517,40,0.024892725628055935,39
1999-07-07,0.014548701035638068,25,0.024777197219725728,39,0.02491726177282912,39
1999-07-08,0.01211264901973751,19,0.024632706721725003,39,0.024371930746494117,38
1999-07-09,0.00975852495648035,13,0.01837540008018357,30,0.024435413109007938,38
1999-07-12,0.009060519367544017,11,0.018674074966361382,30,0.023538498372464363,37
1999-07-13,0.013109258649851342,22,0.015521546446989049,24,0.024175116380910834,38
1999-07-14,0.013047321109014907,21,0.015771351113098877,24,0.02351505609202311,37
1999-07-15,0.014631083855442442,25,0.012850304537294199,18,0.02223930478729588,35
1999-07-16,0.016516268379737395,29,0.012812644404190282,18,0.019728765273422322,31
1999-07-19,0.016384445617761135,29,0.012558640947647168,18,0.019447856489854604,30
1999-07-20,0.012930754633633714,21,0.013123767996640036,19,0.019376045132760252,30
1999-07-21,0.0172874792580092,30,0.01478363603830843,22,0.019977563567347704,31
1999-07-22,0.016577342764486618,29,0.014743133067064089,22,0.019785376477570647,31
1999-07-23,0.011756887671821904,18,0.014014440595852431,21,0.019728082361726667,31
1999-07-26,0.010345831373534455,15,0.014029685174950157,21,0.01721888581284045,25
1999-07-27,0.011223357851790119,17,0.012493925484772916,17,0.01720075294773526,25
1999-07-28,0.00759712669919782,8,0.012593047116015122,18,0.013607068972680478,18
1999-07-29,0.017626249851416385,31,0.016741984412527448,26,0.016142828102989466,22
1999-07-30,0.01925329785409147,33,0.015301284902357864,23,0.015383770304403578,21
1999-08-02,0.018960900686577454,33,0.014588407536062229,22,0.014423270532296731,19
1999-08-03,0.018446290258955108,32,0.014968062783907651,23,0.014135304276592622,19
1999-08-04,0.015964664329952014,28,0.014385955756522094,22,0.014112905931320882,19
1999-08-05,0.011092693013885485,16,0.0138983778882783,21,0.01417341584473665,19
1999-08-06,0.014507043126886878,25,0.016132675931613875,25,0.015524371683181977,21
1999-08-09,0.015492250783310808,27,0.016639900081689894,26,0.014976721214859615,20
1999-08-10,0.015019926265620655,26,0.016067391448421106,25,0.014972569068866058,20
1999-08-11,0.02558062497348915,41,0.021662904475333145,35,0.017316683834238147,25
1999-08-12,0.025724421164292816,41,0.019177790725147078,31,0.017438138813474762,26
1999-08-13,0.0225647473902803,38,0.02228384169418928,36,0.019891615506590774,31
1999-08-16,0.02192819661711945,37,0.021831762741391814,35,0.019352412102636163,30
1999-08-17,0.016706695813748607,29,0.022914094848307615,37,0.020460951749065925,32
1999-08-18,0.023064972945626573,38,0.024073701059010445,38,0.020660871514067786,33
