date,sigma_t_w5,X_t_vol_w5,sigma_t_w10,X_t_vol_w10,sigma_t_w21,X_t_vol_w21
1999-07-06,0.008859049860311271,16,0.017766609625123646,37,0.015085016830107817,31
1999-07-07,0.009617322351875476,19,0.017766647509938147,37,0.015037252000394854,31
1999-07-08,0.009979551055429952,20,0.013650098653447873,29,0.015152816776608066,31
1999-07-09,0.009108307506990937,17,0.008265596728222885,11,0.014278250033226253,29
1999-07-12,0.0076005018451919615,12,0.009793567621636665,17,0.014329976764416396,29
1999-07-13,0.009884839317798728,20,0.009765645608133582,17,0.01475353186455402,30
1999-07-14,0.017390670389831452,37,0.014826719940133936,31,0.016722810809204833,34
1999-07-15,0.022367238897596283,43,0.01718663516534124,36,0.01750573822529858,35
1999-07-16,0.023784736887568998,44,0.017740173878444145,37,0.01708904352593443,34
1999-07-19,0.023519058179423333,44,0.016524986635959787,35,0.0166242773280702,33
1999-07-20,0.022615222867613204,43,0.016535994491127564,35,0.016301812481219424,33
1999-07-21,0.01384104473297312,30,0.016699836979579094,35,0.016361592390239346,33
1999-07-22,0.008204516269451002,14,0.016244531983016747,34,0.016364197090695917,33
1999-07-23,0.011587167940063623,25,0.017739042258641632,37,0.015700396420714545,32
1999-07-26,0.013603075027752706,30,0.018171638735703113,37,0.014550835548177415,30
1999-07-27,0.0138794875283492,31,0.01832413436467498,37,0.01493797200185649,31
1999-07-28,0.01413348880395294,31,0.015503842734212691,33,0.014470367816571204,30
1999-07-29,0.012890621024693147,28,0.01221140295502674,25,0.014513397077749736,30
1999-07-30,0.013325949941953266,29,0.012053739353424424,25,0.015391274893569305,31
1999-08-02,0.0167646188611399,36,0.01467747505088265,31,0.016077662566323665,33
1999-08-03,0.019535776336013985,40,0.016226427547893472,34,0.016393101301514428,33
1999-08-04,0.02009881577360052,41,0.016411691803742214,34,0.01636966086114906,33
1999-08-05,0.021155170140755814,42,0.016597865687665983,35,0.01647453083457613,33
1999-08-06,0.020091867167002925,41,0.016241263593737978,34,0.01650521475700659,33
1999-08-09,0.020290273369820852,41,0.017610272355196313,36,0.017209253339243058,34
1999-08-10,0.014884618546401386,33,0.017804140285952983,37,0.017312579494198278,34
1999-08-11,0.019206536527491484,40,0.020609055001184255,40,0.018658590596930254,37
1999-08-12,0.02263979505833163,43,0.021265419329161327,41,0.017766476667929677,35
1999-08-13,0.020733817584571154,42,0.021722524623400862,42,0.01805998746470021,36
1999-08-16,0.020655174523273076,41,0.021687049450491415,42,0.018195779499343822,36
1999-08-17,0.021205865247805506,42,0.019357517738775414,39,0.01940057488016749,38
1999-08-18,0.026040298362986856,46,0.021572072149737435,41,0.019967103004499144,39
1999-08-19,0.02451926651174163,45,0.02249909265928155,42,0.0200956997734284,39
1999-08-20,0.021566982928245392,42,0.020373650902797913,40,0.020300855865703245,39
1999-08-23,0.022142598627293463,43,0.02051962753356891,40,0.020066414605559097,39
1999-08-24,0.01858226070510352,39,0.021635929779269557,42,0.020179677575051222,39
1999-08-25,0.016360650993028327,36,0.020548787350869277,40,0.020158070493517723,39
1999-08-26,0.019090411268213703,40,0.020934405878235772,41,0.020578474456699806,40
1999-08-27,0.01841338599226219,39,0.01906721470875946,38,0.020453003606837786,39
1999-08-30,0.027163881793119522,47,0.025880854754455156,45,0.02340211569473642,43
1999-08-31,0.028970921014331116,48,0.023417999981506593,43,0.023073003994489125,43
1999-09-01,0.02872849382363304,47,0.023716478430411518,44,0.022183555526002974,42
1999-09-02,0.028181129354012707,47,0.023658870288222555,44,0.0223613278678741,42
1999-09-03,0.033199953117212806,49,0.02539507414455875,45,0.02315264369801272,43
1999-09-07,0.02682943123821998,46,0.026659634508497492,46,0.024471539014724514,45
1999-09-08,0.027706617166988322,47,0.02690350812627227,46,0.024546203696443916,45
1999-09-09,0.025447875376754827,45,0.025617341574183956,45,0.02452875792750802,45
