model,h,seed,nll_train,nll_val,nll_test,delta_marginal
state_cond,1,42,3.7963364124298096,3.892193078994751,3.9945664405822754,-0.012766744650195783
state_free,1,42,3.783648729324341,3.8934338092803955,3.9982869625091553,-0.0090462227233159
state_cond,2,42,3.8313279151916504,3.9329347610473633,4.000106334686279,-0.007226850546191876
state_free,2,42,3.777592182159424,3.9306890964508057,4.000235557556152,-0.0070976276763188295
state_cond,5,42,3.847329616546631,3.961923599243164,4.00001335144043,-0.007319833792041486
state_free,5,42,3.8765041828155518,3.967186689376831,4.0210747718811035,0.013741586648632342
state_cond,10,42,3.8529000282287598,3.9904181957244873,4.016956806182861,0.009623620950390155
state_free,10,42,3.9433205127716064,3.9963419437408447,4.000551223754883,-0.006781961477588361
