metric,value
mean_test_nll,4.015222358703613
std_test_nll,0.010272118866871073
uniform_nll,4.007333185232471
marginal_nll,4.007332635232622
additive_nll,4.007644857846046
backoff_nll,4.007273110671144
information_gain,-0.00788917347114193
