sigma_anchor,sigma_train,train_nll,val_nll,test_nll,gen_gap
0.0,1e-09,4.00516939163208,4.014247417449951,4.009116172790527,0.003946781158447266
0.1,0.1,4.00516939163208,4.014247417449951,4.009116172790527,0.003946781158447266
0.25,0.25,4.005167484283447,4.014247417449951,4.009112358093262,0.003944873809814453
0.5,0.5,4.003734111785889,4.013998985290527,4.008366584777832,0.004632472991943359
1.0,1.0,3.883516311645508,3.994162082672119,4.006007194519043,0.12249088287353516
