timestep,row_heterogeneity,row_entropy,dobrushin,date
0,0.019011784344911575,2.9522192,0.07326298,2020-03-24
1,0.013347513042390347,3.004576,0.057643276,2020-03-25
2,0.009658544324338436,3.3662722,0.042287264,2020-03-26
3,0.009867883287370205,3.4001024,0.039611757,2020-03-27
4,0.013760710135102272,3.4422822,0.052264478,2020-03-30
5,0.018014706671237946,3.4801369,0.07051056,2020-03-31
6,0.01530133280903101,3.433414,0.06399934,2020-04-01
7,0.01392378844320774,3.3221161,0.04768452,2020-04-02
8,0.014219541102647781,3.258083,0.05704315,2020-04-03
9,0.021063759922981262,3.3636453,0.07984033,2020-04-06
10,0.01035568118095398,3.3605342,0.042237166,2020-04-07
11,0.018045512959361076,3.4375238,0.066262364,2020-04-08
12,0.015026257373392582,3.3800411,0.057399422,2020-04-09
13,0.015306510962545872,3.4662004,0.06063237,2020-04-13
14,0.013991408050060272,3.408147,0.049980275,2020-04-14
15,0.01986396685242653,3.300249,0.079902634,2020-04-15
16,0.017353052273392677,3.168194,0.06328741,2020-04-16
17,0.02097328193485737,3.4003668,0.08625783,2020-04-17
18,0.0076591381803154945,3.4390943,0.026977992,2020-04-20
19,0.014094467274844646,3.382009,0.06061546,2020-04-21
20,0.010776319541037083,3.4634583,0.035775155,2020-04-22
21,0.02101469784975052,3.431035,0.0867406,2020-04-23
22,0.03377218544483185,3.5451221,0.122366354,2020-04-24
23,0.013157876208424568,3.3831584,0.053971283,2020-04-27
24,0.014780721627175808,3.3589768,0.06096542,2020-04-28
25,0.013526646420359612,3.4535234,0.056153543,2020-04-29
26,0.013510601595044136,3.487688,0.053508647,2020-04-30
27,0.025960957631468773,3.4899437,0.0929041,2020-05-01
28,0.015524144284427166,3.3877146,0.063200295,2020-05-04
29,0.012658516876399517,3.4057004,0.05088795,2020-05-05
30,0.02637423574924469,3.5050864,0.10010107,2020-05-06
31,0.026372389867901802,3.5264843,0.08918689,2020-05-07
32,0.029436834156513214,3.5221596,0.11858618,2020-05-08
33,0.02417082153260708,3.5195274,0.097387426,2020-05-11
34,0.010699237696826458,3.3800604,0.042609297,2020-05-12
35,0.01521080732345581,3.0292568,0.061204713,2020-05-13
36,0.015005728229880333,3.0083976,0.05710765,2020-05-14
37,0.022250307723879814,3.2599692,0.091458276,2020-05-15
38,0.023814009502530098,3.507917,0.0817765,2020-05-18
39,0.010795356705784798,3.392433,0.041017722,2020-05-19
40,0.014704820699989796,3.3101897,0.05802299,2020-05-20
41,0.017264069989323616,3.4166214,0.07252445,2020-05-21
42,0.023792490363121033,3.4985442,0.091272585,2020-05-22
43,0.03054707497358322,3.5298965,0.11723447,2020-05-26
44,0.013990430161356926,3.3525648,0.05488008,2020-05-27
45,0.01157150138169527,3.3740048,0.04382992,2020-05-28
46,0.01786964200437069,3.341872,0.07681784,2020-05-29
47,0.013484392315149307,3.4328103,0.04703869,2020-06-01
48,0.024171773344278336,3.4509292,0.09214961,2020-06-02
49,0.01933000423014164,3.4844162,0.06852946,2020-06-03
50,0.015356054529547691,3.4743438,0.06613551,2020-06-04
