model,h,N,seed,nll_train,nll_val,nll_test,delta_marginal
state_cond_full,1,55,42,,3.902618408203125,3.963677167892456,-0.04365601734001512
state_cond_full,1,55,7,,3.903838634490967,3.9680659770965576,-0.039267208135913556
state_cond_full,1,55,123,,3.9024016857147217,3.955998420715332,-0.05133476451713914
state_cond_full,21,55,42,,3.991736888885498,3.984283924102783,-0.02304926112968797
state_cond_full,21,55,7,,4.017198085784912,4.001045227050781,-0.006287958181689923
state_cond_full,21,55,123,,4.017879009246826,4.005369663238525,-0.0019635219939457826
state_cond_macro_only,1,55,42,,3.9135165214538574,3.949336528778076,-0.057996656454395
state_cond_macro_only,1,55,7,,3.912165403366089,3.9474937915802,-0.05983939365227098
state_cond_macro_only,1,55,123,,3.9094533920288086,3.944972515106201,-0.06236067012627
state_cond_macro_only,21,55,42,,3.9967148303985596,3.996018171310425,-0.011315013922046369
state_cond_macro_only,21,55,7,,4.0056538581848145,3.9727509021759033,-0.03458228305656785
state_cond_macro_only,21,55,123,,3.9956839084625244,3.979336977005005,-0.02799620822746629
state_cond_own_only,1,55,42,,3.8985936641693115,3.9895424842834473,-0.017790700949023908
state_cond_own_only,1,55,7,,3.89884090423584,3.9907567501068115,-0.01657643512565965
state_cond_own_only,1,55,123,,3.900825262069702,3.9838078022003174,-0.02352538303215379
state_cond_own_only,21,55,42,,3.9815573692321777,4.02296257019043,0.015629384957958514
state_cond_own_only,21,55,7,,3.9750711917877197,4.010355472564697,0.0030222873322260924
state_cond_own_only,21,55,123,,3.979118585586548,4.013057708740234,0.005724523507763202
state_cond_other_banks_only,1,55,42,,3.918212413787842,3.9966232776641846,-0.010709907568286603
state_cond_other_banks_only,1,55,7,,3.9104690551757812,3.98354434967041,-0.023788835562061017
state_cond_other_banks_only,1,55,123,,3.9059581756591797,3.993635654449463,-0.013697530783008283
state_cond_other_banks_only,21,55,42,,3.9992313385009766,4.005528450012207,-0.001804735220264142
state_cond_other_banks_only,21,55,7,,3.990914821624756,4.015401363372803,0.008068178140331561
state_cond_other_banks_only,21,55,123,,4.000049114227295,4.003121376037598,-0.004211809194873517
