model,h,N,seed,nll_train,nll_val,nll_test,delta_marginal
state_cond_full,1,55,42,,3.8611788749694824,3.9743459224700928,-0.0329872627623784
state_cond_full,1,55,7,,3.864992618560791,3.978609323501587,-0.02872386173088426
state_cond_full,1,55,123,,3.8580968379974365,3.9759349822998047,-0.031398202932666486
state_cond_full,21,55,42,,3.924102306365967,4.01405668258667,0.006723497354198749
state_cond_full,21,55,7,,3.9334716796875,4.0122575759887695,0.004924390756298358
state_cond_full,21,55,123,,3.9267232418060303,4.006612777709961,-0.0007204075225102358
state_cond_macro_only,1,55,42,,3.8569400310516357,4.0006103515625,-0.006722833669971173
state_cond_macro_only,1,55,7,,3.858564853668213,4.005080699920654,-0.0022524853118168764
state_cond_macro_only,1,55,123,,3.8561413288116455,4.001722812652588,-0.005610372579883283
state_cond_macro_only,21,55,42,,3.9185116291046143,4.039663314819336,0.032330129586864764
state_cond_macro_only,21,55,7,,3.9261720180511475,4.039614677429199,0.032281492196728045
state_cond_macro_only,21,55,123,,3.9255330562591553,4.048943519592285,0.04161033435981398
state_cond_own_only,1,55,42,,3.888054132461548,3.958507776260376,-0.0488254089720952
state_cond_own_only,1,55,7,,3.8876020908355713,3.9573769569396973,-0.04995622829277391
state_cond_own_only,1,55,123,,3.8872928619384766,3.9581215381622314,-0.04921164707023973
state_cond_own_only,21,55,42,,3.950949192047119,4.018637657165527,0.01130447193305617
state_cond_own_only,21,55,7,,3.953554630279541,4.028083324432373,0.020750139199901874
state_cond_own_only,21,55,123,,3.9525365829467773,4.023194789886475,0.015861604654003436
state_cond_other_banks_only,1,55,42,,3.8831820487976074,3.9891088008880615,-0.01822438434440965
state_cond_other_banks_only,1,55,7,,3.884375810623169,3.995213270187378,-0.012119915045093244
state_cond_other_banks_only,1,55,123,,3.883753538131714,3.9998621940612793,-0.007470991171191876
state_cond_other_banks_only,21,55,42,,3.9532909393310547,4.039111614227295,0.03177842899482375
state_cond_other_banks_only,21,55,7,,3.9530372619628906,4.037815570831299,0.030482385598827655
state_cond_other_banks_only,21,55,123,,3.9595751762390137,4.02913236618042,0.02179918094794875
