horizon,N_bins,n_features,train_nll,val_nll,test_nll,gen_gap,spectral_product
1,55,15,3.9265801906585693,3.9872689247131348,4.017350673675537,0.09077048301696777,70.74798976987104
1,55,30,4.00149393081665,4.004577159881592,4.004469394683838,0.0029754638671875,4.022210228296101
1,55,50,3.913489818572998,3.993180990219116,4.0156049728393555,0.10211515426635742,37.68880171174688
1,55,194,3.8533551692962646,3.9725770950317383,4.037487506866455,0.18413233757019043,90.26548346876466
10,55,15,4.009530544281006,4.001302242279053,4.005874156951904,-0.0036563873291015625,2.1332550157929555
10,55,30,3.8325884342193604,3.980483293533325,4.0049872398376465,0.17239880561828613,280.80438053119013
10,55,50,3.908424139022827,3.992894172668457,3.99288272857666,0.08445858955383301,40.33278156149327
10,55,194,3.918590784072876,3.994102716445923,3.9745984077453613,0.05600762367248535,11.707975391493733
