model,h,seed,nll_train,nll_val,nll_test,delta_marginal
state_cond,1,42,3.805771827697754,3.902618408203125,3.963677167892456,-0.04365601734001512
state_free,1,42,3.821258544921875,3.9113192558288574,3.964123010635376,-0.0432101745970952
state_cond,2,42,3.7929327487945557,3.922933578491211,4.000804424285889,-0.006528760946582501
state_free,2,42,3.793868064880371,3.9304347038269043,3.988464117050171,-0.018869068182300275
state_cond,5,42,3.796165943145752,3.940880537033081,3.9973084926605225,-0.010024692571948712
state_free,5,42,3.835857629776001,3.9486758708953857,3.999783754348755,-0.0075494308837162905
state_cond,10,42,3.8232107162475586,3.976025104522705,4.032501220703125,0.025168035470653827
state_free,10,42,3.8053483963012695,3.988158941268921,4.0446391105651855,0.037305925332714374
