ticker,model,vol_window,h,N,seed,nll_train,nll_val,nll_test,delta_marginal
PNC,state_free,,1,35,42,3.373974084854126,3.4506216049194336,3.527491807937622,-0.0278562535517914
PNC,state_free,,1,35,7,3.39081072807312,3.4434235095977783,3.5471391677856445,-0.0082088937037689
PNC,state_free,,1,35,123,3.3775672912597656,3.4460153579711914,3.5337376594543457,-0.0216104020350678
PNC,state_free,,2,35,42,3.3966031074523926,3.456129312515259,3.558473825454712,0.0031257639652984
PNC,state_free,,2,35,7,3.3835721015930176,3.459021806716919,3.572277307510376,0.0169292460209624
PNC,state_free,,2,35,123,3.379765272140503,3.4544060230255127,3.560353994369507,0.0050059328800933
PNC,state_free,,3,35,42,3.3936069011688232,3.472595691680908,3.555331230163574,-1.683132583929492e-05
PNC,state_free,,3,35,7,3.3797945976257324,3.4755308628082275,3.5636565685272217,0.0083085070378081
PNC,state_free,,3,35,123,3.3781700134277344,3.476325273513794,3.557443141937256,0.0020950804478423
PNC,state_free,,5,35,42,3.3478407859802246,3.4935710430145264,3.5504848957061768,-0.0048631657832367
PNC,state_free,,5,35,7,3.39021110534668,3.4834439754486084,3.562488079071045,0.0071400175816314
PNC,state_free,,5,35,123,3.3942959308624268,3.4846370220184326,3.560742855072021,0.0053947935826079
PNC,state_free,,1,45,42,3.620236396789551,3.697300672531128,3.7792177200317374,-0.0274447697385813
PNC,state_free,,1,45,7,3.623787641525269,3.696286678314209,3.7967607975006095,-0.0099016922697092
PNC,state_free,,1,45,123,3.626409769058228,3.695377826690674,3.783903360366821,-0.0227591294034983
PNC,state_free,,2,45,42,3.623724937438965,3.7073822021484375,3.802647352218628,-0.0040151375516916
PNC,state_free,,2,45,7,3.642821550369263,3.701626777648926,3.81355619430542,0.0068937045351002
PNC,state_free,,2,45,123,3.620748043060303,3.700196027755737,3.8046445846557617,-0.0020179051145579
PNC,state_free,,3,45,42,3.630278825759888,3.727388381958008,3.8028972148895264,-0.0037652748807932
PNC,state_free,,3,45,7,3.6227059364318848,3.7225804328918457,3.811591386795044,0.0049288970247243
PNC,state_free,,3,45,123,3.647306442260742,3.723976612091065,3.808171272277832,0.0015087825075124
PNC,state_free,,5,45,42,3.6294376850128174,3.7378785610198975,3.8033816814422607,-0.0032808083280588
PNC,state_free,,5,45,7,3.639064311981201,3.7349233627319336,3.819891214370728,0.0132287246004079
PNC,state_free,,5,45,123,3.626495838165283,3.733210325241089,3.815260887145996,0.0085983973756764
PNC,state_free,,1,55,42,3.8202157020568848,3.894055128097534,3.986438751220703,-0.020894434011768048
PNC,state_free,,1,55,7,3.8306922912597656,3.892963409423828,4.000882148742676,-0.006451036489795392
PNC,state_free,,1,55,123,3.819068193435669,3.8871541023254395,3.985917329788208,-0.021415855444263165
PNC,state_free,,2,55,42,3.808671236038208,3.9078590869903564,4.007904529571533,0.0005713443390620299
PNC,state_free,,2,55,7,3.821794033050537,3.9070961475372314,4.017374038696289,0.01004085346381789
PNC,state_free,,2,55,123,3.8145360946655273,3.910243511199951,4.012456893920898,0.005123708688427264
PNC,state_free,,3,55,42,3.84661865234375,3.9186182022094727,4.0128865242004395,0.00555333896796828
PNC,state_free,,3,55,7,3.818930149078369,3.920461654663086,4.0117106437683105,0.004377458535839374
PNC,state_free,,3,55,123,3.811472177505493,3.923110246658325,4.0096330642700195,0.002299879037548358
PNC,state_free,,5,55,42,3.836012840270996,3.9414286613464355,4.008657932281494,0.0013247470490229674
PNC,state_free,,5,55,7,3.8405869007110596,3.93523907661438,4.0234808921813965,0.01614770694892531
PNC,state_free,,5,55,123,3.8167307376861572,3.9385597705841064,4.023569583892822,0.016236398660351092
