ticker,model,vol_window,h,N,seed,nll_train,nll_val,nll_test,delta_marginal
WFC,state_cond_vol_w5,5,1,35,42,3.3268446922302246,3.486916303634644,3.5607924461364746,0.005444384647061
WFC,state_cond_vol_w5,5,1,35,7,3.367572069168091,3.472938776016236,3.531430244445801,-0.0239178170436127
WFC,state_cond_vol_w5,5,1,35,123,3.330064535140991,3.481116533279419,3.551783561706543,-0.0035644997828705
WFC,state_cond_vol_w5,5,2,35,42,3.364793300628662,3.508011817932129,3.529349565505981,-0.025998495983432
WFC,state_cond_vol_w5,5,2,35,7,3.3656580448150635,3.507603406906128,3.529825687408448,-0.0255223740809662
WFC,state_cond_vol_w5,5,2,35,123,3.3571369647979736,3.505858898162842,3.531126022338867,-0.0242220391505463
WFC,state_cond_vol_w5,5,3,35,42,3.3639402389526367,3.5247185230255127,3.5274252891540527,-0.0279227723353607
WFC,state_cond_vol_w5,5,3,35,7,3.3646559715271,3.5240273475646973,3.536427497863769,-0.0189205636256439
WFC,state_cond_vol_w5,5,3,35,123,3.365774631500244,3.515270471572876,3.5376839637756348,-0.0176640977137787
WFC,state_cond_vol_w5,5,5,35,42,3.378265619277954,3.597075939178467,3.5395779609680176,-0.0157701005213959
WFC,state_cond_vol_w5,5,5,35,7,3.3748106956481934,3.595059394836426,3.559250831604004,0.0039027701145903
WFC,state_cond_vol_w5,5,5,35,123,3.37731409072876,3.58009934425354,3.551933765411377,-0.0034142960780365
WFC,state_cond_vol_w5,5,1,45,42,3.5969130992889404,3.736703872680664,3.8020174503326416,-0.004645039437678
WFC,state_cond_vol_w5,5,1,45,7,3.5971884727478027,3.730438470840454,3.803123235702514,-0.0035392540678049
WFC,state_cond_vol_w5,5,1,45,123,3.593799829483032,3.728947401046753,3.7988147735595694,-0.0078477162107493
WFC,state_cond_vol_w5,5,2,45,42,3.611098766326904,3.764525890350342,3.783016443252564,-0.0236460465177561
WFC,state_cond_vol_w5,5,2,45,7,3.5890815258026123,3.771091938018799,3.799631118774414,-0.0070313709959055
WFC,state_cond_vol_w5,5,2,45,123,3.604194164276123,3.76359224319458,3.777324676513672,-0.0293378132566477
WFC,state_cond_vol_w5,5,3,45,42,3.6092369556427,3.7805697917938232,3.782669305801392,-0.023993183968928
WFC,state_cond_vol_w5,5,3,45,7,3.6131763458251953,3.7798893451690674,3.7978532314300537,-0.0088092583402659
WFC,state_cond_vol_w5,5,3,45,123,3.614258289337158,3.773271322250366,3.7879247665405273,-0.0187377232297922
WFC,state_cond_vol_w5,5,5,45,42,3.624747753143311,3.8461098670959473,3.796076536178589,-0.0105859535917307
WFC,state_cond_vol_w5,5,5,45,7,3.620714664459229,3.855826616287232,3.826692819595337,0.0200303298250172
WFC,state_cond_vol_w5,5,5,45,123,3.62615966796875,3.8337910175323486,3.803501844406128,-0.0031606453641916
WFC,state_cond_vol_w5,5,1,55,42,3.7790632247924805,3.9415581226348877,4.010801792144775,0.0034686069123042174
WFC,state_cond_vol_w5,5,1,55,7,3.7753658294677734,3.931638479232788,4.00762414932251,0.00029096409003859236
WFC,state_cond_vol_w5,5,1,55,123,3.765963077545166,3.9367525577545166,4.014988422393799,0.007655237161327655
WFC,state_cond_vol_w5,5,2,55,42,3.813185691833496,3.9709112644195557,3.9872994422912598,-0.020033742941211408
WFC,state_cond_vol_w5,5,2,55,7,3.8046674728393555,3.964519739151001,3.982215166091919,-0.025118019140552228
WFC,state_cond_vol_w5,5,2,55,123,3.8038341999053955,3.962374687194824,3.987551212310791,-0.019781972921680158
WFC,state_cond_vol_w5,5,3,55,42,3.809861898422241,3.9811694622039795,3.990905284881592,-0.016427900350879376
WFC,state_cond_vol_w5,5,3,55,7,3.8106842041015625,3.9769797325134277,3.9974091053009033,-0.009924079931567853
WFC,state_cond_vol_w5,5,3,55,123,3.8022189140319824,3.97540283203125,3.995051383972168,-0.012281801260303205
WFC,state_cond_vol_w5,5,5,55,42,3.8227288722991943,4.040440559387207,3.996016025543213,-0.011317159689258283
WFC,state_cond_vol_w5,5,5,55,7,3.8217525482177734,4.043379783630371,4.022250175476074,0.014916990243603045
WFC,state_cond_vol_w5,5,5,55,123,3.8205394744873047,4.0262250900268555,3.9964332580566406,-0.010899927175830548
