timestep,ck_kl,ck_tv,date
0,0.022353824794878317,0.08523164704274423,2020-04-17
1,0.02277868120161168,0.08685547884667838,2020-04-20
2,0.015389058316444501,0.0755418714541297,2020-04-21
3,0.054088430145885824,0.12426276179075557,2020-04-22
4,0.2128174232259074,0.25573404669890804,2020-04-23
5,0.027151164377687262,0.0890803273727962,2020-04-24
6,0.029151930090373535,0.09858768087711044,2020-04-27
7,0.0925586368660367,0.17680720585531057,2020-04-28
8,0.008592231191215877,0.05464326394607663,2020-04-29
9,0.08183277075417815,0.16638835086099976,2020-04-30
10,0.011771218369559546,0.059653167756135474,2020-05-01
11,0.16810897054287405,0.22165270407930734,2020-05-04
12,0.009217623831521434,0.05542552514911749,2020-05-05
13,0.01879280987327761,0.07668303112148608,2020-05-06
14,0.08338723718692925,0.1674030192455689,2020-05-07
15,0.03406538475001489,0.101840481968061,2020-05-08
16,0.03161990432396367,0.09477161421801501,2020-05-11
17,0.025197984310753877,0.08940666937374075,2020-05-12
18,0.04362683013972996,0.10823006301956836,2020-05-13
19,0.014098920801652008,0.06992945840212844,2020-05-14
20,0.00772393807710315,0.049992502237192246,2020-05-15
21,0.15994404118088865,0.21989728022475263,2020-05-18
22,0.06918914485838516,0.15013059428860331,2020-05-19
23,0.024284483926872692,0.08797339010006666,2020-05-20
24,0.23978811657690768,0.29069879337531246,2020-05-21
25,0.0416011965657363,0.1261285920611602,2020-05-22
26,0.01038061635588507,0.05904106531205837,2020-05-26
27,0.2260543958347782,0.25993747559061775,2020-05-27
28,0.010651128038102503,0.05095173633868458,2020-05-28
29,0.013190538764101112,0.06763284106880171,2020-05-29
30,0.017803174950841865,0.0782384358001684,2020-06-01
31,0.025049174607638693,0.09411375628275563,2020-06-02
32,0.006657122707736895,0.04593428379245806,2020-06-03
33,0.010794360916977839,0.06038433213458426,2020-06-04
34,0.6881773129606978,0.4707212916435474,2020-06-05
35,0.3948469790249242,0.370419260915663,2020-06-08
36,0.09631640040640692,0.18616556850465604,2020-06-09
37,0.02818936909636082,0.08863888786763661,2020-06-10
38,0.365010964816069,0.3178750071280326,2020-06-11
39,0.04808961095878464,0.12132126189735597,2020-06-12
40,0.02205899790343743,0.08490516987843251,2020-06-15
41,0.045887983588103066,0.11650790520946988,2020-06-16
42,0.18963501677637334,0.24096122962675814,2020-06-17
43,0.04716672090699821,0.11966139750110312,2020-06-18
44,0.020039159777982492,0.07995613565177409,2020-06-19
45,0.09238110639841658,0.18443541849067502,2020-06-22
46,0.08656950107229675,0.18140848433427945,2020-06-23
47,0.0322911779133742,0.09920149189177793,2020-06-24
48,0.05930954818172537,0.13280428286466378,2020-06-25
49,0.014395395295776527,0.0693911810514832,2020-06-26
50,0.007591104170046523,0.04970808498938874,2020-06-29
51,0.01759900744858815,0.07049814470769665,2020-06-30
52,0.006105180194647125,0.047363299014023724,2020-07-01
53,0.007594276923959406,0.04871418915868936,2020-07-02
54,0.012697652190220564,0.06497589006259619,2020-07-06
55,0.010280663698955174,0.052442127828545265,2020-07-07
56,0.01895385461913015,0.07388022199136436,2020-07-08
57,0.023742615728998925,0.09048567024530245,2020-07-09
58,0.009492917844093453,0.05224441452750074,2020-07-10
59,0.013878939425810954,0.061807191129959756,2020-07-13
60,0.07607336702813164,0.15094995208933487,2020-07-14
61,0.015822783322879376,0.07639374997296242,2020-07-15
62,0.06536754138130565,0.1399726870355019,2020-07-16
63,0.005003684955752996,0.041154793366430804,2020-07-17
64,0.009248412568978072,0.05788335814647594,2020-07-20
65,0.013297265326392967,0.05806262334197045,2020-07-21
66,0.0047090714413620975,0.04091782678856804,2020-07-22
67,0.018778181421391475,0.07098330802652474,2020-07-23
68,0.0027637166751206684,0.030281488376905405,2020-07-24
69,0.0025419724644273156,0.02823073828558613,2020-07-27
70,0.01189103862250044,0.06753978434204803,2020-07-28
71,0.05563277503547475,0.12579782134850265,2020-07-29
72,0.03655682949440714,0.10027372409126836,2020-07-30
73,0.030329978015787563,0.09105667923841386,2020-07-31
74,0.002502477478800909,0.025135644555760964,2020-08-03
75,0.003686306984584118,0.027922378670680734,2020-08-04
76,0.03923506063198316,0.1240622480863793,2020-08-05
77,0.03269627679002318,0.09397076365320145,2020-08-06
78,0.05925227873029278,0.15045699474867752,2020-08-07
79,0.006409291788718062,0.038236630007082065,2020-08-10
80,0.008076972392151226,0.04122984151779682,2020-08-11
81,0.0028589972173030903,0.026596198063617037,2020-08-12
82,0.045736669714469415,0.1339657207131367,2020-08-13
83,0.007367778449055384,0.03926691233683898,2020-08-14
84,0.029652049349558854,0.08971639624832937,2020-08-17
85,0.02390181804112154,0.09712013053069572,2020-08-18
86,0.017280190149217934,0.06641883144445836,2020-08-19
87,0.015615629566535286,0.06269878001987524,2020-08-20
