timestep,ck_kl,ck_tv,date
0,0.41010434858803746,0.381408611209494,2020-02-06
1,0.15092571068645094,0.24152065644512202,2020-02-07
2,0.06671518449963716,0.16245799467790983,2020-02-10
3,0.17499009811871094,0.2597613679563651,2020-02-11
4,0.34171027554296457,0.35296749783389975,2020-02-12
5,0.485956818972781,0.4133502263276005,2020-02-13
6,0.27241304480083794,0.31823294330629526,2020-02-14
7,0.08982247835627588,0.18800437558404623,2020-02-18
8,0.16595330742098968,0.25016930052833225,2020-02-19
9,0.2584765292717822,0.3107215048774174,2020-02-20
10,0.16637723049616146,0.2528913630431582,2020-02-21
11,0.12415081853444118,0.21844789073089185,2020-02-24
12,0.06716050512643708,0.15736061629141568,2020-02-25
13,0.2373380846100541,0.2925911602115727,2020-02-26
14,0.12883513708385608,0.21635966501973705,2020-02-27
15,0.2375170687689672,0.291721315378643,2020-02-28
16,0.08976591680801535,0.17774990622308612,2020-03-02
17,0.055347873534781454,0.13641770403804204,2020-03-03
18,0.025057720592883782,0.09474000986214977,2020-03-04
19,0.05265360852574513,0.1285834175985179,2020-03-05
20,0.07008995292935032,0.15356072955595762,2020-03-06
21,0.281732959937799,0.2638767262721083,2020-03-09
22,0.13133423616148068,0.19251252160147958,2020-03-10
23,0.14719597650575467,0.19940971192832882,2020-03-11
24,0.24234812840097478,0.26173668535815997,2020-03-12
25,0.39272720235966374,0.3031284039419689,2020-03-13
26,0.7583486980636388,0.5209665045338212,2020-03-16
27,0.20020752656087532,0.23327824928154248,2020-03-17
28,0.6321756249532519,0.40361707747637643,2020-03-18
29,0.08844655584740566,0.16077589162763126,2020-03-19
30,0.11657449202221608,0.19688930543339994,2020-03-20
31,0.3560986420000593,0.31953879998088264,2020-03-23
32,0.16360996379901166,0.20236569093833975,2020-03-24
33,0.6137142039479803,0.3874686071026075,2020-03-25
34,0.08755383630501748,0.17058796468232623,2020-03-26
35,0.12410709343616372,0.18799991692732024,2020-03-27
36,0.1567768527837472,0.23467249110761543,2020-03-30
37,0.0984085278654749,0.17970696656691698,2020-03-31
38,0.09252968774051919,0.16124159368797528,2020-04-01
39,0.12285424857060029,0.1789695439443379,2020-04-02
40,0.12721169196694443,0.19424425224578115,2020-04-03
41,0.03988296292374337,0.10991915460650069,2020-04-06
42,0.4014691905186675,0.3221621697798914,2020-04-07
43,0.04566677483443686,0.12018220904136172,2020-04-08
44,0.05954177464252647,0.14237358739305597,2020-04-09
45,0.17564236563736657,0.21740665339343251,2020-04-13
46,0.14184771386188819,0.19560473096189177,2020-04-14
47,0.33640679764289955,0.28888561077962294,2020-04-15
48,0.06697796457306959,0.14005042020702155,2020-04-16
49,0.13319340542356425,0.1874742772533915,2020-04-17
50,0.06600669996904154,0.12766140198434378,2020-04-20
51,0.03940207150197728,0.10023192877530121,2020-04-21
52,0.06071633931967735,0.1307271545100645,2020-04-22
53,0.2081504373847451,0.21818854849038394,2020-04-23
54,0.04157495501575615,0.11756354695971041,2020-04-24
55,0.03245938826886422,0.10421934291762434,2020-04-27
56,0.024866171851759985,0.0813743340403203,2020-04-28
57,0.034094814682796674,0.11296472701369804,2020-04-29
58,0.04406027067468743,0.09569337961928284,2020-04-30
59,0.03468391498280645,0.09204680849104904,2020-05-01
60,0.04136614941167625,0.09966920327581538,2020-05-04
61,0.01963023335583206,0.08079445443865778,2020-05-05
62,0.09810192157401568,0.14655068515073802,2020-05-06
63,0.029650130982174592,0.07788272408427874,2020-05-07
64,0.02490518600010614,0.06957751607030761,2020-05-08
65,0.026422732014857446,0.07742067565389506,2020-05-11
66,0.012004257675599097,0.05951795560243278,2020-05-12
67,0.02595491588215304,0.09079337580851131,2020-05-13
68,0.1544084823179157,0.18971998966587156,2020-05-14
69,0.016086752538717147,0.07308119198671385,2020-05-15
70,0.010914564982484618,0.0594591738839181,2020-05-18
71,0.1585116031542401,0.18868254121819347,2020-05-19
72,0.024078876919750757,0.07394100424396564,2020-05-20
73,0.034540918557015673,0.11125456717269123,2020-05-21
74,0.008216065039354096,0.05246182697908507,2020-05-22
75,0.030421562217056514,0.07978720378945413,2020-05-26
76,0.01731334221443921,0.07465635474136867,2020-05-27
77,0.01668485522563688,0.06757984723272142,2020-05-28
78,0.04930637641561054,0.10211921932187036,2020-05-29
79,0.01651738340252462,0.0751264019793988,2020-06-01
80,0.031364889164253486,0.07994863349497154,2020-06-02
81,0.04681824700655999,0.1331072775076373,2020-06-03
82,0.009384341806935615,0.05627144407164777,2020-06-04
83,0.032384653308441494,0.11101966533668878,2020-06-05
84,0.17914693143197888,0.26153928016368466,2020-06-08
85,0.028626631939877526,0.10230429425643525,2020-06-09
86,0.11410648631241782,0.20272002812391396,2020-06-10
87,0.0970425640361484,0.15930075448833494,2020-06-11
88,0.10293425387886714,0.17705697659855585,2020-06-12
89,0.04718053258179803,0.10545890711735162,2020-06-15
90,0.006925586241995619,0.047025931937293104,2020-06-16
91,0.028462058500657104,0.09353777737748738,2020-06-17
92,0.040758473371993786,0.10969588968484302,2020-06-18
93,0.01208212927489627,0.05649915566554641,2020-06-19
94,0.04790882431164123,0.1357160309996119,2020-06-22
95,0.08072380590920904,0.17730145033196942,2020-06-23
96,0.04158375871554043,0.11487318359409991,2020-06-24
97,0.21183660653318662,0.2794009589171406,2020-06-25
98,0.04072429489322765,0.11695445275477173,2020-06-26
99,0.009269990664862279,0.054067598088379826,2020-06-29
100,0.026365234862915293,0.0957132602547586,2020-06-30
101,0.034761792321396597,0.11293928232365082,2020-07-01
102,0.028562834300677676,0.10081112215806431,2020-07-02
103,0.011164680733336856,0.05867508485286107,2020-07-06
104,0.0571488131972307,0.14520765407135514,2020-07-07
105,0.008275778495934907,0.05270530045744842,2020-07-08
106,0.10183609298867587,0.1955368555329087,2020-07-09
107,0.019142169401784453,0.08056732764528587,2020-07-10
108,0.03342064624006107,0.09231435847699725,2020-07-13
109,0.050158208176210195,0.10506372312181028,2020-07-14
110,0.008829601121786915,0.05380416167003575,2020-07-15
111,0.027568383946092775,0.10043536639747934,2020-07-16
112,0.06298149790892267,0.15449601829982645,2020-07-17
113,0.07008356398437936,0.16522610035949434,2020-07-20
114,0.0626535791760988,0.156191879192429,2020-07-21
115,0.11986561193052425,0.21558756937767617,2020-07-22
116,0.0816615976149226,0.17961104775957826,2020-07-23
117,0.025108537106010884,0.09627177779136303,2020-07-24
118,0.05215757424244702,0.1420757924913542,2020-07-27
119,0.026071072353456817,0.09611741802367026,2020-07-28
120,0.18279917831771503,0.26420466689980016,2020-07-29
121,0.16384475853541575,0.24934863679378322,2020-07-30
122,0.4678482479649861,0.4058553641705596,2020-07-31
123,0.14886806232889327,0.23887906946356852,2020-08-03
124,0.18821523102472668,0.26735440988595255,2020-08-04
125,0.10922274466805862,0.20587530576238516,2020-08-05
126,0.11385421149144187,0.21066931595255967,2020-08-06
127,0.026336730167690788,0.0998595330759082,2020-08-07
128,0.05134171473285435,0.13877538584499882,2020-08-10
129,0.007297207594364499,0.04704231725250166,2020-08-11
130,0.2361695043103402,0.29325821493759435,2020-08-12
131,0.30993891777362936,0.3363189725301936,2020-08-13
132,0.24495279344562362,0.3006669474808364,2020-08-14
133,0.05786139490192986,0.14975284052840973,2020-08-17
134,0.00972508640630722,0.05833520374492244,2020-08-18
135,0.2200732299237879,0.285106435547178,2020-08-19
136,0.022958029220346576,0.09208932786203172,2020-08-20
137,0.0302558299311234,0.10680455462762913,2020-08-21
138,0.006657406973463622,0.04621985905059488,2020-08-24
139,0.009750376516293386,0.05726315141366002,2020-08-25
140,0.012413921025235584,0.06525972474827528,2020-08-26
141,0.019541862035691804,0.08550260821263837,2020-08-27
142,0.011391080930896677,0.06222615069179514,2020-08-28
143,0.04219055734236635,0.0975775464867823,2020-08-31
144,0.010061242533031539,0.057715375560541286,2020-09-01
145,0.009866357744732419,0.05815783233806011,2020-09-02
146,0.027957515058525746,0.10250755067144053,2020-09-03
147,0.018002908933451484,0.059816485154800314,2020-09-04
