model,h,seed,nll_train,nll_val,nll_test,delta_marginal
state_cond,1,42,3.771944999694824,3.8768603801727295,3.9735045433044434,-0.033828641928027814
state_free,1,42,3.7829980850219727,3.891289472579956,3.960315465927124,-0.04701771930534715
state_cond,2,42,3.7856340408325195,3.911635160446167,3.9801788330078125,-0.027154352224658673
state_free,2,42,3.793142557144165,3.917753219604492,3.9765148162841797,-0.030818368948291486
state_cond,5,42,3.788789749145508,3.9224393367767334,3.9602606296539307,-0.04707255557854051
state_free,5,42,3.7992563247680664,3.942842721939087,3.9673075675964355,-0.040025617636035626
state_cond,10,42,3.8147685527801514,3.9800350666046143,4.01047945022583,0.003146264993358905
state_free,10,42,3.7980308532714844,3.9983441829681396,4.007180690765381,-0.0001524944670903139
