model,h,N,seed,nll_train,nll_val,nll_test,delta_marginal
state_cond_full,1,55,42,,3.8768603801727295,3.9735045433044434,-0.033828641928027814
state_cond_full,1,55,7,,3.8820550441741943,3.9703917503356934,-0.036941434896777814
state_cond_full,1,55,123,,3.8721871376037598,3.971985340118408,-0.03534784511406297
state_cond_full,21,55,42,,3.951770782470703,4.040502548217773,0.033169362985302264
state_cond_full,21,55,7,,3.9846441745758057,4.077814102172852,0.07048091694038039
state_cond_full,21,55,123,,3.975620746612549,4.059424877166748,0.052091691934276874
state_cond_macro_only,1,55,42,,3.880690336227417,3.9734110832214355,-0.033922102011035626
state_cond_macro_only,1,55,7,,3.8767192363739014,3.9579086303710938,-0.04942455486137742
state_cond_macro_only,1,55,123,,3.8741867542266846,3.957185983657837,-0.05014720157463426
state_cond_macro_only,21,55,42,,3.972886800765991,4.074078559875488,0.06674537464301711
state_cond_macro_only,21,55,7,,3.96934175491333,4.069023609161377,0.06169042392890578
state_cond_macro_only,21,55,123,,3.9703688621520996,4.059202194213867,0.051869008981396014
state_cond_own_only,1,55,42,,3.8949239253997803,3.9656975269317627,-0.04163565830070848
state_cond_own_only,1,55,7,,3.8912343978881836,3.9666104316711426,-0.040722753561328595
state_cond_own_only,1,55,123,,3.894848108291626,3.9650957584381104,-0.04223742679436082
state_cond_own_only,21,55,42,,3.9518282413482666,4.053901195526123,0.046568010293651874
state_cond_own_only,21,55,7,,3.95172381401062,4.047711372375488,0.04037818714301711
state_cond_own_only,21,55,123,,3.9577996730804443,4.0552263259887695,0.04789314075629836
state_cond_other_banks_only,1,55,42,,3.884979009628296,3.9834868907928467,-0.023846294439624494
state_cond_other_banks_only,1,55,7,,3.8860671520233154,3.990679979324341,-0.016653205908130353
state_cond_other_banks_only,1,55,123,,3.8862006664276123,3.987826108932495,-0.019507076299976056
state_cond_other_banks_only,21,55,42,,3.9538815021514893,4.031888961791992,0.024555776559521014
state_cond_other_banks_only,21,55,7,,3.9570086002349854,4.031589508056641,0.024256322824169452
state_cond_other_banks_only,21,55,123,,3.9509193897247314,4.023792266845703,0.016459081613231952
